percentiles,hv10,hv120,hv150,hv180,hv20,hv30,hv60,hv90,ivcall10,ivcall1080,ivcall120,ivcall150,ivcall180,ivcall20,ivcall270,ivcall30,ivcall360,ivcall60,ivcall720,ivcall90,ivput10,ivput1080,ivput120,ivput150,ivput180,ivput20,ivput270,ivput30,ivput360,ivput60,ivput720,ivput90,phv10,phv120,phv150,phv180,phv20,phv30,phv60,phv90
0,0.048961,0.132836,0.137091,0.1377,0.071205,0.0843,0.103808,0.114531,0.1363599999999999,0.14022,0.14474,0.14238,0.1410799999999999,0.1363599999999999,0.14022,0.14122,0.14022,0.14282,0.14022,0.14536,0.160436,0.165068,0.164926,0.16824,0.1661419999999999,0.160436,0.165068,0.160436,0.165068,0.160436,0.165068,0.16192,0.081488,0.127413,0.134768,0.135173,0.09852,0.1056,0.1089,0.111468
1,0.058,0.1367239999999999,0.1416,0.140288,0.0811,0.0922,0.110716,0.1276,0.1534799999999999,0.1476,0.15796,0.15558,0.1519,0.15384,0.1476,0.1534799999999999,0.1476,0.15546,0.1476,0.15824,0.171404,0.176152,0.1772,0.1788,0.177284,0.172424,0.176152,0.172768,0.176152,0.173284,0.176152,0.17492,0.0943,0.136626,0.1377,0.1415,0.10632,0.1108,0.11891,0.129568
2,0.066261,0.1391,0.144073,0.144716,0.088543,0.099866,0.118786,0.131399,0.16235,0.1542,0.16169,0.15978,0.15778,0.16258,0.1542,0.16258,0.1542,0.1623,0.1542,0.16447,0.176456,0.183978,0.183978,0.186352,0.186778,0.1778,0.183978,0.177952,0.183978,0.179052,0.183978,0.181726,0.099828,0.1386389999999999,0.1416,0.144319,0.110238,0.117925,0.125465,0.133702
3,0.074348,0.140848,0.1452,0.1463,0.094024,0.1104,0.1239,0.133796,0.1697199999999999,0.15772,0.16832,0.16508,0.1619,0.1697199999999999,0.15772,0.16884,0.15772,0.16858,0.15772,0.16942,0.181636,0.18654,0.190668,0.192168,0.1911759999999999,0.182636,0.18654,0.183204,0.18654,0.1849,0.18654,0.187768,0.103504,0.140852,0.145736,0.1462,0.114628,0.1208,0.12852,0.1376
4,0.0800049999999999,0.14196,0.1463,0.1472,0.09851,0.1141,0.12737,0.1365,0.1740499999999999,0.1606,0.17155,0.16765,0.1639499999999999,0.1740499999999999,0.1606,0.1733,0.1606,0.1734,0.1606,0.1742,0.1851199999999999,0.1906199999999999,0.19405,0.1949,0.1944,0.18661,0.1906199999999999,0.18681,0.1906199999999999,0.18971,0.1906199999999999,0.19252,0.1073,0.1431,0.14756,0.147665,0.11773,0.1230499999999999,0.1312,0.1389
5,0.0843,0.143872,0.146946,0.1483,0.1036,0.116344,0.1288,0.1379,0.1767,0.16376,0.1754,0.17174,0.16746,0.17678,0.16376,0.17614,0.16376,0.1757,0.16376,0.1774,0.190508,0.1944519999999999,0.197052,0.1970039999999999,0.197152,0.190752,0.1944519999999999,0.191552,0.1944519999999999,0.1929519999999999,0.1944519999999999,0.1955,0.110456,0.144178,0.1488,0.1492379999999999,0.119984,0.1259,0.13373,0.140204
6,0.088127,0.146284,0.1475,0.1495,0.111067,0.118218,0.131078,0.139331,0.17965,0.16711,0.17801,0.17401,0.1706,0.17974,0.16711,0.17896,0.16711,0.1807,0.16711,0.18137,0.194476,0.1971939999999999,0.1992,0.1987,0.198988,0.1949,0.1971939999999999,0.1949,0.1971939999999999,0.1955,0.1971939999999999,0.1976939999999999,0.113964,0.1457,0.1499,0.150311,0.122974,0.1284,0.13697,0.141638
7,0.091496,0.1474,0.1481,0.150076,0.115748,0.121484,0.1336,0.140464,0.18294,0.17038,0.18068,0.1768,0.17368,0.18294,0.17038,0.18252,0.17038,0.1833,0.17038,0.18428,0.1962,0.2003,0.2009,0.2008,0.200936,0.196736,0.2003,0.197136,0.2003,0.197472,0.2003,0.199336,0.117204,0.1477,0.1506,0.1511,0.1254,0.1306,0.13918,0.143372
8,0.0939,0.1482,0.149119,0.150848,0.1194,0.1241,0.135986,0.142,0.18584,0.1739,0.1837,0.1801199999999999,0.1768499999999999,0.18591,0.1739,0.1851,0.1739,0.18544,0.1739,0.18617,0.198278,0.202956,0.202234,0.2025,0.202878,0.1987,0.202956,0.199278,0.202956,0.1997,0.202956,0.201078,0.1195,0.149,0.1513,0.1533,0.1280379999999999,0.132575,0.1415,0.1446
9,0.0965,0.14912,0.1499,0.15372,0.12161,0.1256,0.13754,0.14403,0.189,0.1774,0.1859,0.1833,0.1802,0.1889,0.1774,0.1884,0.1774,0.1882,0.1774,0.1887,0.2005,0.205,0.20412,0.20442,0.2049,0.20062,0.205,0.2009,0.205,0.20134,0.205,0.20292,0.12196,0.14993,0.1521,0.15466,0.1304199999999999,0.1343,0.1431,0.1456
10,0.0985,0.150532,0.1509,0.1572,0.124173,0.127628,0.1386,0.145563,0.19133,0.18026,0.18825,0.18533,0.1832,0.19102,0.18026,0.19053,0.18026,0.19093,0.18026,0.1912,0.202224,0.207386,0.205162,0.206224,0.206462,0.202362,0.207386,0.2025,0.207386,0.2026,0.207386,0.204924,0.1247,0.151843,0.152812,0.1554,0.1331,0.1369,0.1461,0.147148
