percentiles,hv10,hv120,hv150,hv180,hv20,hv30,hv60,hv90,ivput10,ivput1080,ivput120,ivput150,ivput180,ivput20,ivput270,ivput30,ivput360,ivput60,ivput720,ivput90,phv10,phv120,phv150,phv180,phv20,phv30,phv60,phv90
0,0.0573,0.0,0.0,0.0,0.0736,0.07926,0.084955,0.08161,0.146673,0.149456,0.150451,0.1517,0.150195,0.146673,0.149456,0.146673,0.149456,0.148673,0.149456,0.149517,0.087355,0.0,0.0,0.0,0.09561,0.099055,0.105255,0.104285
1,0.0643499999999999,0.0967399999999999,0.10503,0.11381,0.08162,0.09302,0.09641,0.09494,0.155156,0.1604,0.159558,0.160478,0.1608339999999999,0.155156,0.1604,0.155156,0.1604,0.156378,0.1604,0.157578,0.09411,0.10911,0.11331,0.11881,0.10071,0.10321,0.10701,0.1085
2,0.0701649999999999,0.105265,0.1121,0.1199549999999999,0.091195,0.0955,0.10203,0.10286,0.1603,0.167,0.165317,0.166234,0.166117,0.1603,0.167,0.160217,0.167,0.160217,0.167,0.162868,0.09843,0.111495,0.1149,0.1204649999999999,0.10303,0.1060649999999999,0.1089,0.110595
3,0.07522,0.10864,0.1144,0.1221,0.09524,0.0996,0.10542,0.1085,0.164156,0.170368,0.1692,0.170256,0.1708,0.164156,0.170368,0.164056,0.170368,0.164412,0.170368,0.1669,0.1016,0.1138,0.11682,0.1238399999999999,0.10572,0.10846,0.1104,0.1125
4,0.07985,0.1133,0.117875,0.12385,0.097675,0.102375,0.108825,0.1109,0.166885,0.174095,0.17139,0.17379,0.175095,0.166995,0.174095,0.166885,0.174095,0.16768,0.174095,0.169095,0.103475,0.1148,0.119575,0.125775,0.108475,0.1109,0.112275,0.1141
5,0.0831,0.11603,0.1225,0.125,0.09996,0.1042,0.1105,0.1124,0.1707,0.1777,0.173734,0.176634,0.177934,0.1707,0.1777,0.1707,0.1777,0.170734,0.1777,0.1723,0.10493,0.11843,0.12232,0.12793,0.1109,0.11243,0.1134,0.11523
6,0.085785,0.118785,0.1253,0.1285,0.1016,0.1073,0.1117,0.1142,0.1738,0.18,0.1761,0.178973,0.180146,0.173946,0.18,0.1738,0.18,0.173346,0.18,0.174465,0.10777,0.1198,0.127785,0.128985,0.112485,0.11367,0.114985,0.116885
7,0.09068,0.12332,0.12758,0.13074,0.10414,0.11074,0.1135,0.11648,0.176112,0.182012,0.1777,0.1803,0.182212,0.176012,0.182012,0.176224,0.182012,0.175212,0.182012,0.176812,0.11024,0.1231,0.1296,0.13074,0.1142,0.11528,0.1164,0.11784
8,0.0942799999999999,0.12669,0.129485,0.1324,0.1061,0.1125,0.115395,0.1195,0.178302,0.1835,0.179651,0.1821,0.1839,0.178302,0.1835,0.1785,0.1835,0.177551,0.1835,0.1782,0.112395,0.127895,0.131985,0.132195,0.1159,0.117,0.1174949999999999,0.12018
9,0.0973,0.1311,0.1332,0.1339,0.10785,0.1151,0.1175,0.1243499999999999,0.18089,0.18648,0.1817899999999999,0.1841,0.186,0.18089,0.18648,0.18108,0.18648,0.17998,0.18648,0.1808,0.1142499999999999,0.1306,0.133,0.1329,0.1174,0.118,0.1192,0.12335
10,0.099835,0.132705,0.135205,0.135205,0.11011,0.1167,0.119405,0.128915,0.182958,0.188229,0.1836,0.1855,0.1873,0.182958,0.188229,0.183129,0.188229,0.1822,0.188229,0.1825,0.1163,0.132,0.1337,0.134105,0.118205,0.1199,0.121505,0.126105
11,0.1031199999999999,0.1355599999999999,0.1375,0.1364,0.1127,0.11802,0.12272,0.13082,0.184868,0.1899,0.1857359999999999,0.187,0.1885,0.184868,0.1899,0.184968,0.1899,0.184436,0.1899,0.184268,0.11786,0.1331,0.1344,0.1350599999999999,0.11996,0.1213,0.12456,0.1292599999999999
12,0.105515,0.13723,0.1389,0.137715,0.1143,0.120015,0.12786,0.132715,0.187107,0.191507,0.187521,0.188907,0.19,0.187207,0.191507,0.187207,0.191507,0.186507,0.191507,0.186228,0.1193,0.134415,0.1353,0.136,0.121515,0.1224,0.126915,0.133045
13,0.10787,0.13834,0.1402,0.1394,0.1167,0.1216,0.1328,0.13477,0.188946,0.1935,0.189446,0.190746,0.1918,0.188946,0.1935,0.189092,0.1935,0.188,0.1935,0.1883,0.12127,0.135,0.13637,0.1367,0.12307,0.12327,0.12938,0.1346
14,0.109925,0.1405,0.1412,0.1426,0.119825,0.12375,0.1347249999999999,0.1382999999999999,0.1912549999999999,0.1956,0.1912549999999999,0.1923849999999999,0.19427,0.1912549999999999,0.1956,0.1911,0.1956,0.1899,0.1956,0.189885,0.1231,0.135925,0.137025,0.137425,0.1254,0.12625,0.1324,0.1357249999999999
15,0.11196,0.1427,0.142,0.1442,0.12238,0.12516,0.13628,0.1406,0.193,0.1974719999999999,0.193024,0.1944,0.196324,0.193,0.1974719999999999,0.1929239999999999,0.1974719999999999,0.1914,0.1974719999999999,0.191324,0.1243799999999999,0.13718,0.1377,0.13868,0.12758,0.1289,0.13396,0.1368599999999999
16,0.113835,0.1435,0.1427,0.1461,0.1253,0.127305,0.1382,0.1424,0.194963,0.1989,0.1948,0.196363,0.1985,0.194963,0.1989,0.194863,0.1989,0.193363,0.1989,0.192926,0.1259,0.138135,0.1383,0.140635,0.12897,0.1311,0.1354,0.1376
