percentiles,hv10,hv120,hv150,hv180,hv20,hv30,hv60,hv90,ivcall10,ivcall1080,ivcall120,ivcall150,ivcall180,ivcall20,ivcall270,ivcall30,ivcall360,ivcall60,ivcall720,ivcall90,phv10,phv120,phv150,phv180,phv20,phv30,phv60,phv90
0,0.062906,0.0,0.0,0.0,0.089615,0.0955,0.0,0.0,0.186164,0.181376,0.1926,0.190748,0.18816,0.186932,0.181376,0.186932,0.181376,0.189016,0.181376,0.190724,0.121306,0.0,0.0,0.0,0.124963,0.1319449999999999,0.0,0.0
1,0.0797119999999999,0.0,0.0,0.0,0.0994,0.119424,0.0,0.0,0.198016,0.195224,0.20478,0.203116,0.199864,0.198016,0.195224,0.199964,0.195224,0.20644,0.195224,0.20528,0.130312,0.0,0.0,0.0,0.1412,0.14556,0.0,0.0
2,0.085218,0.0,0.0,0.0,0.108918,0.125017,0.138018,0.0,0.2062,0.2052719999999999,0.21112,0.2103239999999999,0.208724,0.2064639999999999,0.2052719999999999,0.209248,0.2052719999999999,0.212216,0.2052719999999999,0.213896,0.139727,0.0,0.0,0.0,0.150727,0.1571449999999999,0.1635,0.0
3,0.091012,0.0,0.0,0.0,0.114996,0.131112,0.147684,0.0,0.211332,0.210664,0.2167919999999999,0.214796,0.213232,0.211796,0.210664,0.214296,0.210664,0.2159,0.210664,0.21966,0.145212,0.0,0.0,0.0,0.157024,0.164772,0.166024,0.0
4,0.0949,0.0,0.0,0.0,0.1216,0.13573,0.1525,0.150315,0.21532,0.2145,0.22132,0.21974,0.21684,0.2165399999999999,0.2145,0.21838,0.2145,0.2217,0.2145,0.22454,0.150945,0.0,0.0,0.0,0.16223,0.168045,0.171215,0.17243
5,0.098136,0.0,0.0,0.0,0.1279,0.138436,0.154872,0.153736,0.219348,0.2182,0.225548,0.224896,0.220948,0.22064,0.2182,0.2226,0.2182,0.225244,0.2182,0.22874,0.1543179999999999,0.0,0.0,0.0,0.1662179999999999,0.1705,0.1734,0.1773
6,0.103021,0.152221,0.0,0.0,0.1318,0.142221,0.1577,0.1576209999999999,0.2235,0.222656,0.229,0.227368,0.224156,0.2246,0.222656,0.226056,0.222656,0.22878,0.222656,0.230812,0.157521,0.178421,0.0,0.0,0.168463,0.172447,0.1748,0.1788
7,0.106648,0.1544,0.1487,0.0,0.1367,0.145524,0.160548,0.159524,0.226628,0.2254,0.231564,0.229964,0.227928,0.2273,0.2254,0.229128,0.2254,0.231528,0.2254,0.2331639999999999,0.1599239999999999,0.18152,0.178496,0.0,0.170924,0.1749,0.176824,0.181248
8,0.1108619999999999,0.157627,0.156627,0.0,0.139227,0.149327,0.162527,0.1615,0.229744,0.229816,0.233172,0.2316,0.2306,0.2301,0.229816,0.231544,0.229816,0.233572,0.229816,0.234972,0.1617,0.184927,0.184327,0.0,0.1724,0.176527,0.178127,0.183154
9,0.11452,0.15933,0.15983,0.15579,0.1412,0.15236,0.1641,0.16436,0.2319,0.2316,0.23418,0.23368,0.23196,0.2323,0.2316,0.2336,0.2316,0.2353,0.2316,0.23624,0.1645,0.1862,0.1856,0.18333,0.1748,0.1787,0.17996,0.18555
10,0.119333,0.1634,0.161633,0.1588,0.144733,0.156666,0.165533,0.168933,0.233876,0.2333,0.2354,0.2351879999999999,0.234088,0.2341879999999999,0.2333,0.235088,0.2333,0.236676,0.2333,0.237788,0.166433,0.187033,0.1861,0.1855,0.177233,0.180233,0.183166,0.187933
11,0.1226,0.167108,0.1654,0.161272,0.1471,0.16,0.166836,0.1713,0.2354,0.234896,0.2373,0.2362,0.2355,0.2355,0.234896,0.236296,0.234896,0.2384959999999999,0.234896,0.238996,0.1686,0.188,0.1868,0.1894,0.1791,0.181636,0.185272,0.1898
12,0.126839,0.171339,0.1677,0.1646,0.149978,0.162239,0.1688,0.1733,0.236804,0.2364,0.2389,0.2381,0.237508,0.2369,0.2364,0.237712,0.2364,0.2404,0.2364,0.2405,0.1703,0.1888,0.1879,0.1913389999999999,0.180139,0.1829,0.186878,0.190939
13,0.130152,0.1734419999999999,0.169768,0.166042,0.152842,0.165042,0.1719,0.176,0.238312,0.2386,0.2406,0.2396,0.2392,0.238512,0.2386,0.2396,0.2386,0.2417,0.2386,0.2421,0.1725,0.1899,0.1895,0.1926,0.181684,0.1847,0.189184,0.192242
14,0.134045,0.175745,0.1733,0.17137,0.1551,0.1673,0.17399,0.177445,0.24032,0.2403,0.2417,0.24122,0.2407,0.24042,0.2403,0.24112,0.2403,0.244,0.2403,0.244,0.173945,0.19099,0.191045,0.193445,0.182845,0.18688,0.1926,0.193245
15,0.137648,0.178596,0.175848,0.174048,0.1569,0.169148,0.1765,0.1797,0.2416,0.2418,0.243784,0.243128,0.2418,0.241728,0.2418,0.242956,0.2418,0.245528,0.2418,0.245728,0.176496,0.192048,0.1918,0.1942,0.1842,0.188096,0.195496,0.1945
16,0.140151,0.181251,0.176951,0.175551,0.1599,0.1715,0.177651,0.1811,0.243336,0.2429,0.246336,0.244572,0.2435,0.243608,0.2429,0.2444,0.2429,0.2475,0.2429,0.2478,0.178251,0.192851,0.193802,0.1948,0.1858,0.189551,0.196702,0.1957
17,0.1426,0.1836159999999999,0.1852619999999999,0.176854,0.1629,0.1730539999999999,0.1793,0.1827,0.244944,0.2445,0.248088,0.246264,0.2453,0.245444,0.2445,0.246688,0.2445,0.248632,0.2445,0.2489,0.1796,0.1943,0.1948,0.1953,0.186754,0.1913,0.198054,0.1965
18,0.1456,0.1852,0.187257,0.1834559999999999,0.164757,0.1753,0.180557,0.1837,0.247304,0.246052,0.249852,0.247752,0.247052,0.247852,0.246052,0.2485,0.246052,0.250652,0.246052,0.2507,0.181014,0.1957,0.1958,0.1959,0.1881,0.1925,0.1992,0.197157
19,0.14742,0.18628,0.18842,0.18792,0.1677,0.1768,0.18166,0.1848,0.24912,0.24736,0.25116,0.24968,0.2479,0.2497,0.24736,0.25056,0.24736,0.2518,0.24736,0.25176,0.18296,0.19676,0.19706,0.1964,0.18976,0.1942,0.2003,0.19836
20,0.1489,0.187426,0.1895,0.1895629999999999,0.169226,0.178863,0.183663,0.185726,0.251068,0.248368,0.2522,0.250868,0.249268,0.251468,0.248368,0.252068,0.248368,0.2536,0.248368,0.253368,0.184389,0.1985,0.198063,0.1968,0.1914,0.195763,0.2019,0.1996
21,0.1513,0.1880659999999999,0.1906,0.192566,0.171832,0.1798,0.186098,0.1866,0.2530759999999999,0.2501,0.253252,0.251952,0.2514,0.253476,0.2501,0.2536,0.2501,0.2552,0.2501,0.254776,0.185666,0.199766,0.1992,0.1974,0.192966,0.1968659999999999,0.2028,0.200366
22,0.1539,0.1893,0.1916,0.193769,0.1738,0.181138,0.1877,0.1875,0.254284,0.251584,0.254868,0.253084,0.252584,0.254968,0.251584,0.255768,0.251584,0.2567,0.251584,0.256,0.1884,0.2006,0.2,0.198,0.194669,0.2,0.2039,0.2014
23,0.1561,0.1908719999999999,0.192272,0.194972,0.175644,0.182372,0.1887,0.1885,0.255992,0.253,0.255992,0.254892,0.2536,0.2563,0.253,0.256992,0.253,0.258,0.253,0.257,0.189772,0.201,0.2007,0.1986,0.196844,0.201172,0.205272,0.202672
24,0.158375,0.1919,0.1939,0.1958,0.177475,0.184075,0.190875,0.189675,0.2576,0.2543,0.2575,0.2559,0.2554,0.2578,0.2543,0.2592,0.2543,0.2603,0.2543,0.2592,0.190975,0.2019,0.2016,0.199375,0.19815,0.2024,0.2062,0.203575
25,0.159878,0.1933,0.195378,0.197078,0.179056,0.185478,0.1919,0.1905,0.260108,0.2556,0.258808,0.2569,0.256708,0.260316,0.2556,0.2613,0.2556,0.2618,0.2556,0.260316,0.192578,0.2032,0.2022,0.200178,0.1997,0.204056,0.2068,0.2044
26,0.162086,0.1948,0.196581,0.197981,0.1808,0.1867,0.193062,0.191381,0.2616,0.2568,0.259916,0.257816,0.2575,0.261932,0.2568,0.2632,0.2568,0.2642,0.2568,0.261848,0.193862,0.205681,0.2034,0.2007,0.201081,0.206162,0.207781,0.2055
27,0.164284,0.1964,0.197884,0.199484,0.183052,0.188,0.193584,0.192684,0.263824,0.257624,0.261024,0.2592,0.2586,0.2646,0.257624,0.265124,0.257624,0.265924,0.257624,0.263424,0.1955,0.2073,0.2046,0.2013,0.203368,0.2074,0.208784,0.206884
28,0.166074,0.1979,0.199987,0.2007,0.1851,0.189387,0.1948,0.1944,0.2657319999999999,0.258932,0.2621,0.2603,0.2598,0.2665,0.258932,0.2673,0.258932,0.2677319999999999,0.258932,0.265,0.197087,0.208487,0.2063,0.2029,0.2051,0.209174,0.2097,0.2084
29,0.1671899999999999,0.1993899999999999,0.202,0.2019,0.1867,0.1909,0.19629,0.1955,0.2677,0.2601,0.2633,0.2613,0.2609,0.26804,0.2601,0.2688,0.2601,0.26954,0.2601,0.2662,0.1986,0.21078,0.2112899999999999,0.2085,0.2066,0.21069,0.2108,0.2096
30,0.1693,0.200893,0.2031,0.2034929999999999,0.1877,0.1920929999999999,0.1975,0.1964,0.269644,0.2612,0.264548,0.2621,0.261748,0.2703,0.2612,0.270648,0.2612,0.271348,0.2612,0.2673,0.199786,0.215593,0.2139859999999999,0.2103,0.208586,0.212586,0.212093,0.211893
