percentiles,hv10,hv120,hv150,hv180,hv20,hv30,hv60,hv90,phv10,phv120,phv150,phv180,phv20,phv30,phv60,phv90
0,0.0452269999999999,0.0,0.0,0.0,0.061822,0.0651,0.06986,0.0,0.049808,0.0,0.0,0.0,0.0525,0.054717,0.054315,0.0
1,0.0513,0.0,0.0,0.0,0.0667,0.0705,0.07543,0.0717899999999999,0.053,0.0,0.0,0.0,0.0555,0.058,0.0591,0.059
2,0.056081,0.082145,0.0,0.0,0.0706659999999999,0.075602,0.0823,0.0843,0.0552,0.0601,0.0,0.0,0.0579,0.0596,0.0606,0.060545
3,0.0604,0.0871,0.08706,0.087696,0.0752,0.08,0.08526,0.087,0.056808,0.0612,0.0608,0.061,0.059692,0.0612,0.0618,0.06156
4,0.0649,0.0893,0.09085,0.0901,0.07801,0.0831,0.087475,0.0889,0.0583,0.0618,0.0617,0.0618,0.0615,0.0624,0.0628,0.062475
5,0.0675,0.09149,0.09239,0.0932,0.0798,0.086502,0.09129,0.09039,0.0597,0.0624,0.0625,0.0624,0.0627,0.0636,0.0637,0.0633
6,0.0705,0.094105,0.0941,0.0947,0.082554,0.0898,0.095,0.094905,0.0612,0.063705,0.0631,0.0633,0.0641,0.064919,0.0655,0.064205
7,0.072732,0.0975,0.0959,0.096092,0.084952,0.091636,0.0971,0.0991,0.062416,0.0669,0.0681,0.07,0.0654,0.0666,0.06702,0.06642
8,0.075543,0.1,0.0994699999999999,0.100382,0.0877,0.0937,0.0992349999999999,0.1012,0.063843,0.0704699999999999,0.0715,0.0746,0.0666,0.0682,0.0683349999999999,0.069
9,0.07777,0.102,0.1033,0.1096,0.0894,0.0956,0.10105,0.103,0.0656,0.07295,0.0752,0.0762,0.06793,0.06997,0.07,0.07185
10,0.0799,0.104465,0.10813,0.112,0.091784,0.097587,0.1026,0.1043,0.0665,0.0749649999999999,0.0774,0.08,0.069153,0.0715,0.0715649999999999,0.0735649999999999
11,0.082024,0.1078,0.11358,0.115288,0.0941,0.0997039999999999,0.1042,0.1063799999999999,0.0678,0.0783,0.0792,0.0817,0.070876,0.072904,0.0748,0.07818
12,0.0838,0.112495,0.1146,0.1183,0.095786,0.100821,0.1057,0.1075,0.068951,0.0805,0.081495,0.0832,0.0722,0.0742,0.078,0.0799
13,0.085978,0.115,0.1166,0.119386,0.097408,0.103,0.107,0.10901,0.070378,0.0821,0.0843,0.084,0.0736,0.0756,0.08041,0.0823
14,0.0876,0.117,0.119,0.1204,0.099,0.1047,0.1085,0.1125,0.0719,0.083925,0.085,0.0853,0.0755449999999999,0.0771,0.0821,0.0836249999999999
15,0.0894,0.11814,0.1213,0.122284,0.1006,0.1065,0.11074,0.1158,0.0734,0.0856,0.086,0.0871,0.077,0.0789,0.0841,0.0848
16,0.091159,0.120255,0.123055,0.1238,0.102874,0.108389,0.112655,0.118155,0.074959,0.087355,0.0872,0.0892,0.0784,0.0804,0.0854,0.0862
17,0.0929,0.1223699999999999,0.1246,0.126964,0.1047,0.1099,0.11437,0.11987,0.0767,0.08887,0.08847,0.0902,0.079814,0.0817,0.0871,0.0874
18,0.095413,0.124485,0.1267,0.1291,0.1064,0.111723,0.117085,0.121285,0.0782,0.0897,0.09,0.0912,0.0813,0.0831,0.0886,0.0887
19,0.0971,0.126,0.1281,0.1304,0.1081,0.1132,0.119,0.1236,0.07934,0.0909,0.0923,0.0938,0.0823,0.08444,0.0899,0.0903
20,0.0993,0.1276,0.1299149999999999,0.1312,0.1101,0.115,0.12143,0.1257,0.0806,0.0935,0.0953,0.0984,0.0837,0.0864569999999999,0.0908,0.0928
21,0.101488,0.13043,0.1316,0.1325,0.1123,0.1163,0.12453,0.1289,0.0819,0.0967,0.0988,0.1017,0.085106,0.088448,0.0922,0.09503
22,0.103321,0.1324,0.1334,0.1333,0.1141,0.1174,0.1271,0.1308,0.0831,0.0994,0.1008,0.1031,0.0866,0.09,0.0934,0.0975
