percentiles,hv10,hv120,hv150,hv180,hv20,hv30,hv60,hv90,ivcall10,ivcall1080,ivcall120,ivcall150,ivcall180,ivcall20,ivcall270,ivcall30,ivcall360,ivcall60,ivcall720,ivcall90,ivput10,ivput1080,ivput120,ivput150,ivput180,ivput20,ivput270,ivput30,ivput360,ivput60,ivput720,ivput90,phv10,phv120,phv150,phv180,phv20,phv30,phv60,phv90
0,0.139384,0.3297,0.37556,0.0,0.199408,0.2353799999999999,0.251092,0.307296,0.484892,0.513022,0.5168,0.519305,0.5199,0.484892,0.513022,0.492653,0.513022,0.507931,0.513022,0.510722,0.524504,0.55,0.548298,0.55043,0.5502,0.5254500000000001,0.55,0.530902,0.55,0.539782,0.55,0.541778,0.23398,0.338764,0.389952,0.0,0.297264,0.320648,0.338992,0.33414
1,0.165736,0.3493279999999999,0.393804,0.4189319999999999,0.230884,0.2511,0.296828,0.3323759999999999,0.50934,0.53347,0.53717,0.540106,0.5368,0.50934,0.53347,0.510718,0.53347,0.52244,0.53347,0.529714,0.540612,0.564508,0.5608,0.562452,0.564252,0.540612,0.564508,0.545756,0.564508,0.553708,0.564508,0.558508,0.2797759999999999,0.420108,0.412176,0.403976,0.316004,0.345952,0.36184,0.3761239999999999
2,0.19,0.397132,0.420256,0.4260279999999999,0.248664,0.267092,0.322884,0.349948,0.523615,0.5507540000000001,0.54671,0.550422,0.551066,0.523615,0.5507540000000001,0.525322,0.5507540000000001,0.533783,0.5507540000000001,0.542422,0.552434,0.573724,0.5701780000000001,0.571578,0.573714,0.55339,0.573724,0.557278,0.573724,0.560778,0.573724,0.565456,0.298364,0.438464,0.445996,0.461964,0.34182,0.3561,0.385,0.425784
3,0.2052,0.418908,0.4298599999999999,0.429704,0.271456,0.280752,0.337052,0.361168,0.5331440000000001,0.558696,0.555848,0.556748,0.558392,0.534236,0.558696,0.5371360000000001,0.558696,0.5490480000000001,0.558696,0.552744,0.559908,0.579404,0.5758,0.578516,0.579704,0.560704,0.579404,0.562512,0.579404,0.5701400000000001,0.579404,0.571604,0.312904,0.4571079999999999,0.459356,0.472704,0.352224,0.368652,0.40014,0.43576
4,0.21694,0.4305,0.4365,0.4365,0.27856,0.30594,0.35216,0.39246,0.5446,0.5633050000000001,0.5601700000000001,0.562935,0.563035,0.547645,0.5633050000000001,0.548835,0.5633050000000001,0.5557,0.5633050000000001,0.558405,0.56546,0.58392,0.58043,0.5820299999999999,0.58392,0.56653,0.58392,0.56972,0.58392,0.57772,0.58392,0.57922,0.33088,0.4614,0.47304,0.47614,0.36032,0.37574,0.41596,0.449
5,0.226328,0.437356,0.4425,0.441284,0.2884279999999999,0.318756,0.363356,0.411808,0.5511440000000001,0.567222,0.56661,0.5689219999999999,0.568698,0.552544,0.567222,0.5548219999999999,0.567222,0.561322,0.567222,0.563888,0.571156,0.5880679999999999,0.5846,0.5870559999999999,0.5881,0.5716,0.5880679999999999,0.573836,0.5880679999999999,0.58288,0.5880679999999999,0.5839679999999999,0.342268,0.466928,0.483128,0.4825279999999999,0.369656,0.382684,0.426856,0.455428
6,0.237948,0.442532,0.447916,0.446016,0.297732,0.328916,0.381948,0.420916,0.556218,0.5729,0.572736,0.572927,0.574654,0.5588179999999999,0.5729,0.5601,0.5729,0.566727,0.5729,0.5698179999999999,0.577338,0.59221,0.5905,0.5909,0.5924820000000001,0.578974,0.59221,0.580146,0.59221,0.585828,0.59221,0.587992,0.352532,0.47754,0.4882,0.494948,0.377916,0.3962,0.434832,0.464316
7,0.2469,0.446708,0.453908,0.45,0.31042,0.3354,0.39124,0.4304,0.561096,0.576884,0.578496,0.5799,0.5790959999999999,0.563888,0.576884,0.5665,0.576884,0.572072,0.576884,0.5752,0.5823240000000001,0.595724,0.595508,0.596408,0.5974,0.583508,0.595724,0.584108,0.595724,0.590812,0.595724,0.593216,0.360728,0.484908,0.491,0.501704,0.3877,0.4067,0.447416,0.473004
8,0.255604,0.454268,0.456684,0.4594,0.319892,0.349592,0.40426,0.43642,0.5665,0.5823,0.584366,0.585066,0.584,0.569649,0.5823,0.571815,0.5823,0.578483,0.5823,0.580583,0.585434,0.598668,0.59887,0.600968,0.600034,0.585702,0.598668,0.588534,0.598668,0.595568,0.598668,0.597434,0.366992,0.4921,0.495092,0.5047,0.398452,0.419684,0.4598,0.4805
9,0.2642,0.46206,0.46108,0.48172,0.32854,0.36264,0.41056,0.44198,0.57293,0.58614,0.58847,0.58947,0.58757,0.57457,0.58614,0.5780500000000001,0.58614,0.5839,0.58614,0.58487,0.5897,0.60292,0.60436,0.60458,0.6064,0.59036,0.60292,0.59362,0.60292,0.5989,0.60292,0.6025,0.3770799999999999,0.5007,0.49998,0.5074599999999999,0.4094,0.42738,0.46674,0.48634
10,0.274304,0.468668,0.474968,0.496,0.337136,0.371476,0.420472,0.450504,0.579928,0.5893,0.592871,0.5935710000000001,0.591257,0.5819,0.5893,0.5840569999999999,0.5893,0.5893,0.5893,0.5893,0.594044,0.607888,0.6092,0.610616,0.610072,0.595402,0.607888,0.597372,0.607888,0.6046860000000001,0.607888,0.608444,0.38424,0.504,0.509648,0.5097,0.417668,0.437708,0.472536,0.490004
11,0.283156,0.474368,0.481056,0.502756,0.3422,0.3825,0.426936,0.455592,0.585232,0.5933440000000001,0.596988,0.598008,0.595776,0.588288,0.5933440000000001,0.589388,0.5933440000000001,0.5937,0.5933440000000001,0.593788,0.5974,0.612912,0.6133,0.6156,0.614048,0.598024,0.612912,0.599248,0.612912,0.60806,0.612912,0.612036,0.390856,0.5071559999999999,0.5155559999999999,0.5133,0.424768,0.444312,0.479812,0.495956
12,0.290144,0.479344,0.4887,0.509232,0.351032,0.389288,0.430632,0.458988,0.590162,0.597624,0.6006,0.602993,0.6008,0.590831,0.597624,0.5928,0.597624,0.597531,0.597624,0.5986,0.6011139999999999,0.618166,0.61749,0.620066,0.619752,0.603676,0.618166,0.6041139999999999,0.618166,0.611414,0.618166,0.6162759999999999,0.396644,0.510344,0.519,0.5179440000000001,0.434788,0.454776,0.48562,0.502788
13,0.296928,0.4839,0.4925,0.512232,0.358764,0.395732,0.435628,0.465392,0.5939,0.602136,0.605618,0.6074,0.6046360000000001,0.59429,0.602136,0.595736,0.602136,0.600718,0.602136,0.6021,0.607448,0.6218,0.6213639999999999,0.623064,0.623964,0.6080639999999999,0.6218,0.6085,0.6218,0.614892,0.6218,0.620128,0.401028,0.5135,0.521664,0.521432,0.441332,0.463432,0.490096,0.507564
14,0.30434,0.48722,0.5003,0.5159,0.36494,0.4043,0.44176,0.47072,0.59751,0.6081,0.60953,0.611515,0.61092,0.598005,0.6081,0.60061,0.6081,0.6057,0.6081,0.60671,0.6099,0.6245,0.62429,0.62528,0.6264,0.6101,0.6245,0.61095,0.6245,0.6173,0.6245,0.6226900000000001,0.40864,0.51692,0.5252,0.52662,0.44852,0.4695,0.49506,0.51066
