percentiles,hv10,hv120,hv150,hv180,hv20,hv30,hv60,hv90,ivput10,ivput1080,ivput120,ivput150,ivput180,ivput20,ivput270,ivput30,ivput360,ivput60,ivput720,ivput90,phv10,phv120,phv150,phv180,phv20,phv30,phv60,phv90
0,0.025195,0.17561,0.18586,0.188455,0.0321549999999999,0.0315,0.143285,0.1631,0.250284,0.253826,0.2504,0.251668,0.253442,0.250284,0.253826,0.250284,0.253826,0.250284,0.253826,0.249968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0435199999999999,0.18192,0.1933,0.1915,0.08863,0.12071,0.15713,0.17349,0.254568,0.258,0.2546839999999999,0.2548,0.256084,0.254568,0.258,0.254568,0.258,0.254568,0.258,0.254368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.072395,0.1867,0.1947,0.1927,0.11146,0.131795,0.164265,0.181955,0.260278,0.261526,0.2599039999999999,0.259304,0.259652,0.260278,0.261526,0.260278,0.261526,0.260278,0.261526,0.260278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.08484,0.1904,0.19582,0.1963,0.12104,0.14444,0.16694,0.18552,0.264536,0.265168,0.264536,0.265168,0.265168,0.264536,0.265168,0.264536,0.265168,0.264536,0.265168,0.26494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.09345,0.193975,0.197075,0.1988,0.1315,0.1491,0.171075,0.187475,0.2667,0.26864,0.26715,0.2677,0.26801,0.2667,0.26864,0.2667,0.26864,0.2667,0.26864,0.26692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.1009,0.19696,0.19883,0.20062,0.13786,0.15503,0.174,0.189,0.2692,0.271704,0.2702,0.2709,0.271052,0.2692,0.271704,0.2692,0.271704,0.2692,0.271704,0.2694519999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.10734,0.1992,0.2008,0.203685,0.142785,0.15837,0.1773,0.190285,0.2713879999999999,0.274194,0.272276,0.273094,0.273794,0.2713879999999999,0.274194,0.2713879999999999,0.274194,0.2713879999999999,0.274194,0.271494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.11352,0.20148,0.2015,0.2049399999999999,0.14624,0.1611,0.1797,0.1914799999999999,0.274,0.276272,0.2743,0.2754,0.2757,0.274,0.276272,0.274,0.276272,0.274,0.276272,0.274036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.1209949999999999,0.2032,0.202495,0.2061,0.1492949999999999,0.164795,0.18309,0.193195,0.276256,0.278478,0.276856,0.277356,0.278156,0.276256,0.278478,0.276256,0.278478,0.276256,0.278478,0.276578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.1269,0.2046,0.2043,0.2071,0.1518499999999999,0.16765,0.1857,0.1952,0.2794,0.28136,0.27952,0.28034,0.2811,0.2794,0.28136,0.2794,0.28136,0.2794,0.28136,0.2794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.13231,0.2064,0.2059,0.2086,0.15501,0.17,0.188305,0.198205,0.281362,0.284124,0.281762,0.282248,0.283362,0.281362,0.284124,0.281362,0.284124,0.281462,0.284124,0.2816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,0.13602,0.2077,0.2086,0.21056,0.158,0.17322,0.19096,0.20022,0.2832,0.286804,0.283908,0.284712,0.2855,0.2832,0.286804,0.2832,0.286804,0.283304,0.286804,0.283304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,0.139815,0.2089,0.2102,0.2122,0.162575,0.175815,0.1932,0.20223,0.2855,0.2887,0.286192,0.287192,0.287846,0.2855,0.2887,0.2855,0.2887,0.2855,0.2887,0.285946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,0.14477,0.20967,0.21164,0.21414,0.1664,0.17787,0.19577,0.2047,0.2879879999999999,0.290888,0.2883,0.288588,0.289688,0.2879879999999999,0.290888,0.2879879999999999,0.290888,0.288,0.290888,0.288288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.1478749999999999,0.210425,0.2133,0.2161249999999999,0.1696,0.1797,0.1983,0.206825,0.2897,0.29313,0.29083,0.2915,0.29223,0.2897,0.29313,0.2897,0.29313,0.2898,0.29313,0.29042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.15106,0.2115,0.2147,0.21996,0.17508,0.1816,0.2002,0.2091,0.292932,0.295172,0.2933,0.2942,0.294772,0.292932,0.295172,0.292932,0.295172,0.293272,0.295172,0.293788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.1538,0.2123,0.2164,0.2237,0.177835,0.184035,0.20157,0.211135,0.295814,0.298114,0.296414,0.2974,0.2982,0.295814,0.298114,0.295814,0.298114,0.295914,0.298114,0.296114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.1562899999999999,0.21377,0.21798,0.23146,0.1806,0.18699,0.2027,0.21389,0.299956,0.302956,0.300956,0.301256,0.301524,0.299956,0.302956,0.299956,0.302956,0.299956,0.302956,0.300312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.1595,0.215245,0.2204,0.238845,0.182845,0.1893,0.205345,0.2175,0.302696,0.306298,0.303696,0.3055859999999999,0.3062,0.302696,0.306298,0.302696,0.306298,0.302494,0.306298,0.3029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.1623,0.2172,0.2246,0.2409,0.1848,0.1926,0.207,0.2195,0.30524,0.3091,0.30642,0.308,0.30884,0.30524,0.3091,0.30524,0.3091,0.30508,0.3091,0.30584,0.0136,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.165855,0.2192,0.2332299999999999,0.2421,0.186755,0.194355,0.20911,0.2212,0.3076,0.311382,0.308882,0.3096819999999999,0.310482,0.3076,0.311382,0.3076,0.311382,0.3076,0.311382,0.3076,0.0341,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0.16841,0.22221,0.23881,0.243,0.1891,0.1967,0.2117,0.2222,0.3092,0.3135,0.3099,0.311648,0.313024,0.3092,0.3135,0.3092,0.3135,0.3092,0.3135,0.309324,0.10936,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,0.170965,0.2254,0.241565,0.244365,0.191265,0.200065,0.214565,0.2236,0.311,0.3148,0.311666,0.313266,0.314466,0.311,0.3148,0.311,0.3148,0.311,0.3148,0.3112,0.125795,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,0.1738,0.2279999999999999,0.2434,0.24572,0.19432,0.20302,0.217,0.22472,0.313008,0.3162,0.3133,0.314424,0.3158,0.313008,0.3162,0.313008,0.3162,0.312816,0.3162,0.3131,0.1351199999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
