percentiles,hv10,hv120,hv150,hv180,hv20,hv30,hv60,hv90,ivcall10,ivcall1080,ivcall120,ivcall150,ivcall180,ivcall20,ivcall270,ivcall30,ivcall360,ivcall60,ivcall720,ivcall90,phv10,phv120,phv150,phv180,phv20,phv30,phv60,phv90
0,0.078872,0.171318,0.17973,0.1854,0.108158,0.121502,0.145472,0.169772,0.155523,0.162641,0.1647,0.163941,0.164887,0.156705,0.162641,0.156705,0.162641,0.1619229999999999,0.162641,0.161682,0.13113,0.186586,0.196972,0.2052,0.144516,0.156786,0.166444,0.1808
1,0.0871,0.175216,0.184672,0.1895,0.118504,0.132348,0.157144,0.174472,0.1668639999999999,0.1718,0.172764,0.172446,0.172446,0.167282,0.1718,0.168028,0.1718,0.170264,0.1718,0.172292,0.1415,0.1917,0.200916,0.206072,0.151844,0.162,0.17826,0.185116
2,0.095522,0.180474,0.1864,0.1916,0.125616,0.138674,0.166006,0.1776,0.1726,0.177415,0.177869,0.177115,0.177846,0.1730229999999999,0.177415,0.1737689999999999,0.177415,0.176846,0.177415,0.178315,0.14799,0.194874,0.2031,0.2068,0.159748,0.166816,0.182816,0.187858
3,0.102196,0.183444,0.188344,0.1925,0.128964,0.1461,0.171044,0.1794,0.177756,0.1809639999999999,0.182828,0.1822,0.181392,0.1782639999999999,0.1809639999999999,0.1793,0.1809639999999999,0.181668,0.1809639999999999,0.183756,0.152288,0.198044,0.204444,0.2079,0.1646,0.173188,0.1869,0.190744
4,0.10805,0.18513,0.1907,0.19386,0.13263,0.14943,0.17403,0.18103,0.182005,0.184105,0.18563,0.18521,0.184215,0.18241,0.184105,0.183905,0.184105,0.18563,0.184105,0.18741,0.1552,0.20185,0.20633,0.20893,0.16923,0.17779,0.1903,0.1936
5,0.113048,0.1873,0.1918,0.194916,0.13828,0.153532,0.1766,0.1822,0.1856,0.187446,0.189792,0.1881,0.1879,0.18643,0.187446,0.187692,0.187446,0.189546,0.187446,0.189946,0.1597,0.206332,0.2078,0.2096,0.175148,0.1817,0.192416,0.196416
6,0.118004,0.1882,0.193004,0.196102,0.142702,0.157608,0.178402,0.183102,0.189874,0.19,0.1912,0.190687,0.19,0.1899,0.19,0.190174,0.19,0.1909,0.19,0.191374,0.163206,0.208402,0.209,0.210102,0.179,0.185704,0.1946,0.2008
7,0.1213519999999999,0.189976,0.1947,0.197288,0.1454879999999999,0.161428,0.1813,0.1845639999999999,0.191756,0.191528,0.1936,0.192756,0.191484,0.192,0.191528,0.192,0.191528,0.193628,0.191528,0.193728,0.1681879999999999,0.2104,0.2104,0.2107,0.18204,0.1884,0.196488,0.2034879999999999
8,0.125048,0.1913,0.196748,0.198174,0.148974,0.1655,0.1832,0.186348,0.194169,0.192569,0.195438,0.194269,0.193169,0.194369,0.192569,0.195069,0.192569,0.195469,0.192569,0.1958379999999999,0.171274,0.2117,0.2121,0.211274,0.185374,0.190648,0.198922,0.2068
9,0.12856,0.19382,0.1974,0.1998,0.1521,0.1686,0.1855,0.18926,0.1968,0.1944,0.1975,0.1958,0.19481,0.1969199999999999,0.1944,0.19741,0.1944,0.1978,0.1944,0.1979,0.17366,0.2125,0.2127,0.2121,0.18706,0.1933,0.2011,0.2111
10,0.131946,0.1975,0.199,0.201392,0.155638,0.170838,0.1872,0.1912,0.1982509999999999,0.1963,0.199351,0.1977509999999999,0.196951,0.198451,0.1963,0.1986,0.1963,0.1998,0.1963,0.199504,0.175692,0.2138,0.2134,0.213,0.189738,0.195384,0.203538,0.214076
11,0.1344,0.1993,0.199832,0.202932,0.159064,0.173764,0.1891,0.193632,0.2002,0.1983,0.2011919999999999,0.199976,0.198092,0.200292,0.1983,0.2006919999999999,0.1983,0.2012,0.1983,0.201976,0.178,0.2154,0.2148,0.214232,0.191632,0.197232,0.2067,0.215832
12,0.1374179999999999,0.201036,0.2011,0.2046,0.1616,0.176418,0.1907,0.1972179999999999,0.202165,0.199333,0.2036,0.2017,0.2002,0.2025,0.199333,0.202632,0.199333,0.203633,0.199333,0.203966,0.1815,0.216836,0.2168179999999999,0.2154,0.1942,0.1995,0.2084,0.2177
13,0.140104,0.2019,0.2028,0.205504,0.164004,0.1777,0.192508,0.199108,0.204374,0.201374,0.205274,0.203774,0.202474,0.204622,0.201374,0.204774,0.201374,0.205148,0.201374,0.205874,0.184404,0.2183,0.2173,0.2162,0.195604,0.2012,0.212004,0.218804
14,0.1429,0.20359,0.2048,0.2067,0.1665,0.1797,0.1948899999999999,0.2008,0.2067149999999999,0.20343,0.207415,0.2058,0.2039149999999999,0.2070149999999999,0.20343,0.206915,0.20343,0.207415,0.20343,0.208,0.1867899999999999,0.2195899999999999,0.21819,0.2172,0.19759,0.20299,0.21509,0.2201
