percentiles,hv10,hv120,hv150,hv180,hv20,hv30,hv60,hv90,ivput10,ivput1080,ivput120,ivput150,ivput180,ivput20,ivput270,ivput30,ivput360,ivput60,ivput720,ivput90,phv10,phv120,phv150,phv180,phv20,phv30,phv60,phv90
0,0.009216,0.0,0.0,0.0,0.012016,0.013364,0.016,0.0,0.0543639999999999,0.069173,0.067891,0.069137,0.070419,0.0548549999999999,0.069173,0.055291,0.069173,0.0606639999999999,0.069173,0.0664,0.0128,0.0,0.0,0.0,0.0154,0.016316,0.016516,0.0
1,0.010332,0.0,0.0,0.0,0.012832,0.0152,0.0176,0.017332,0.057682,0.076482,0.0732,0.0753,0.076274,0.0586,0.076482,0.0586,0.076482,0.0642819999999999,0.076482,0.0705,0.014532,0.0,0.0,0.0,0.0165,0.0174,0.0175,0.016232
2,0.011196,0.018048,0.008688,0.0,0.0146,0.016348,0.0182,0.0179,0.0598,0.082073,0.076319,0.079819,0.0816,0.060546,0.082073,0.061073,0.082073,0.0679,0.082073,0.073273,0.0159,0.017048,0.008256,0.0,0.0176,0.0183,0.0183,0.0185
3,0.011964,0.0191,0.0197,0.0208,0.0153,0.0176,0.0185,0.0184639999999999,0.062228,0.085256,0.079164,0.0829,0.08422,0.0625,0.085256,0.063064,0.085256,0.0694,0.085256,0.075364,0.0168639999999999,0.0187,0.0193,0.0196,0.0182,0.0188,0.018764,0.018864
4,0.01268,0.02018,0.0208,0.0213,0.01628,0.0182,0.0194,0.0199,0.0639,0.088,0.082155,0.0853,0.087655,0.064055,0.088,0.064655,0.088,0.0705,0.088,0.0774,0.0174,0.0194,0.0195,0.0198,0.0188,0.0193,0.01928,0.0194
5,0.0132,0.0207,0.0215,0.0219959999999999,0.0167,0.0189,0.020096,0.020596,0.0652,0.090292,0.082946,0.086446,0.089346,0.065346,0.090292,0.066346,0.090292,0.072346,0.090292,0.078646,0.017896,0.0197,0.0198,0.0202,0.0192,0.0196,0.0198,0.019796
6,0.0138,0.0221,0.0221,0.0233,0.0173,0.0197,0.021412,0.0213,0.066574,0.092237,0.084,0.0874,0.0908,0.067337,0.092237,0.0679,0.092237,0.074311,0.092237,0.0802369999999999,0.0184,0.0199,0.02,0.021212,0.0197,0.0198,0.0202,0.02
7,0.0144,0.0225,0.0233,0.0239,0.0178,0.0202,0.0219,0.0219,0.0679,0.0936,0.0851,0.0882,0.091828,0.068128,0.0936,0.0691,0.0936,0.075728,0.0936,0.0823,0.018728,0.020128,0.020328,0.0225,0.02,0.0201,0.0205,0.0203
8,0.0149,0.0232,0.0243,0.0246,0.0183,0.0207,0.0221,0.022344,0.0691,0.0947,0.0863,0.089619,0.0929,0.069419,0.0947,0.0703,0.0947,0.0768,0.0947,0.0829,0.0192,0.0206,0.021744,0.0238,0.0203,0.0205,0.0207,0.0205
9,0.0155,0.0237,0.0247,0.02496,0.019,0.021,0.0225,0.02286,0.0702,0.0963,0.0874,0.09071,0.0937,0.0704,0.0963,0.0717,0.0963,0.07821,0.0963,0.08381,0.01946,0.02118,0.02326,0.025,0.0206,0.0209,0.0209,0.0209
10,0.0161,0.0249,0.0253,0.0267,0.019576,0.0213,0.0228,0.0237,0.0715,0.097,0.0884,0.0919,0.094901,0.071901,0.097,0.0731,0.097,0.0791,0.097,0.0846,0.02,0.0229,0.0243,0.025876,0.0209,0.0214,0.0213,0.0216
11,0.0169,0.0262,0.026684,0.0273,0.02,0.021892,0.023192,0.0244,0.0726,0.098092,0.0891,0.0932,0.0963,0.072992,0.098092,0.073792,0.098092,0.079992,0.098092,0.0856919999999999,0.0203,0.0242,0.025492,0.0269,0.0212,0.021792,0.0224,0.023584
12,0.0175,0.0268,0.0274,0.0284,0.020508,0.0223,0.0234,0.0248,0.0737,0.099449,0.0902,0.0942659999999999,0.097283,0.073983,0.099449,0.074783,0.099449,0.080983,0.099449,0.086383,0.0208,0.0253,0.0265,0.0284,0.0218,0.0224079999999999,0.0239,0.0249079999999999
13,0.017824,0.0272,0.028524,0.0293,0.0211,0.0227,0.0237,0.025424,0.0747,0.1007,0.091274,0.095374,0.098274,0.074974,0.1007,0.0757,0.1007,0.082,0.1007,0.087,0.0212,0.026048,0.0271,0.029,0.0223,0.023124,0.0248,0.0255
14,0.0182,0.0278,0.02924,0.0299,0.0215,0.023,0.0242,0.0259,0.0753,0.1016649999999999,0.0919,0.09623,0.099065,0.0757,0.1016649999999999,0.0767,0.1016649999999999,0.082665,0.1016649999999999,0.087965,0.0217,0.0271,0.0278399999999999,0.0293399999999999,0.0227,0.0238,0.0253,0.0259
15,0.018756,0.0283,0.0297,0.0302,0.022056,0.0235,0.0248,0.0265,0.076,0.1026,0.0926,0.097,0.100156,0.076412,0.1026,0.0775,0.1026,0.0835,0.1026,0.0884,0.022,0.027456,0.029256,0.029956,0.023156,0.024156,0.0255,0.026456
16,0.0192,0.0291,0.0302,0.0305,0.0225,0.024,0.0256,0.0274,0.0772,0.1037,0.093347,0.0978,0.1009,0.0774,0.1037,0.0782,0.1037,0.084047,0.1037,0.089347,0.0223,0.028072,0.0296,0.0302,0.0236,0.024472,0.026,0.0269
17,0.0199,0.0296,0.0304,0.0308,0.0229,0.0244,0.0263,0.0282879999999999,0.077876,0.1044,0.0943,0.0985,0.1019,0.078476,0.1044,0.078938,0.1044,0.0846,0.1044,0.0899,0.0226,0.0286,0.03,0.0307,0.0238,0.0248,0.0263,0.0275
18,0.020204,0.0301,0.0306,0.0315,0.0234,0.0247,0.0266,0.028604,0.078929,0.1052,0.0949,0.0993,0.102629,0.0794,0.1052,0.0798,0.1052,0.0851,0.1052,0.090529,0.022804,0.029304,0.0308,0.0311,0.024304,0.0253,0.026604,0.0279
19,0.02072,0.03032,0.0311,0.0323,0.02382,0.0251,0.0271,0.029,0.07972,0.10572,0.0956,0.1001,0.1036,0.0799,0.10572,0.0806,0.10572,0.0857,0.10572,0.0914,0.0232,0.03,0.0313,0.0315,0.0248,0.0258,0.027,0.0288
20,0.0213,0.031,0.0316,0.0328,0.024436,0.025636,0.027436,0.0292,0.0805,0.107,0.0965,0.1008,0.104,0.0807,0.107,0.0816,0.107,0.0862,0.107,0.0922,0.0236,0.0306,0.0315,0.032,0.0251,0.0263,0.027336,0.0291
