percentiles,hv10,hv120,hv150,hv180,hv20,hv30,hv60,hv90,ivput10,ivput1080,ivput120,ivput150,ivput180,ivput20,ivput270,ivput30,ivput360,ivput60,ivput720,ivput90,phv10,phv120,phv150,phv180,phv20,phv30,phv60,phv90
0,0.0093,0.0,0.0,0.0,0.013765,0.0158,0.0179,0.0,0.057296,0.063464,0.062648,0.062948,0.06272,0.057296,0.063464,0.0576,0.063464,0.059472,0.063464,0.062524,0.014465,0.0,0.0,0.0,0.0157,0.0165,0.0175,0.0
1,0.0111,0.0193,0.0,0.0,0.0156,0.0169,0.019,0.0197,0.061996,0.073148,0.071996,0.072584,0.073148,0.061996,0.073148,0.061996,0.073148,0.062696,0.073148,0.068948,0.0152,0.018,0.0,0.0,0.01653,0.017,0.018,0.018
2,0.012195,0.0208,0.020295,0.0206,0.0165,0.018095,0.0198,0.0204,0.066072,0.0788,0.075772,0.077672,0.0783,0.066072,0.0788,0.065944,0.0788,0.066972,0.0788,0.0719,0.015995,0.0182,0.0183,0.0181,0.017,0.0173,0.0183,0.0184
3,0.0130599999999999,0.0216,0.0212,0.0211,0.0173,0.0185599999999999,0.0202,0.0211,0.069396,0.080896,0.0776,0.0792959999999999,0.0808,0.069396,0.080896,0.069396,0.080896,0.0701,0.080896,0.0738959999999999,0.01646,0.0184,0.0191,0.0192,0.0173,0.0177,0.0184,0.0186
4,0.013725,0.0219,0.022,0.0216,0.0177,0.0193,0.0207,0.0215,0.07312,0.0823,0.0787,0.08092,0.082,0.07312,0.0823,0.07302,0.0823,0.07302,0.0823,0.0758,0.017,0.019225,0.0194,0.0196,0.0176,0.0182,0.0187,0.0188
5,0.0145,0.02249,0.0231,0.02319,0.0181,0.0198,0.0212,0.0221,0.075144,0.084,0.0793,0.0818,0.0832,0.075244,0.084,0.075144,0.084,0.075144,0.084,0.0772,0.0174,0.0196,0.0197,0.02,0.018,0.0186,0.0189,0.0194
6,0.015,0.0234,0.0237,0.0241,0.0185,0.0202,0.0217,0.0227,0.0768679999999999,0.084868,0.0806,0.0828,0.0843,0.0768679999999999,0.084868,0.0768679999999999,0.084868,0.0767,0.084868,0.0781,0.0178,0.020055,0.0201,0.0208,0.0184,0.019,0.0191,0.0199
7,0.0155199999999999,0.0238,0.024,0.0244,0.01892,0.0204,0.0221,0.0231,0.077892,0.086592,0.0812,0.0836,0.085592,0.077892,0.086592,0.0779,0.086592,0.0779,0.086592,0.0789,0.01822,0.0204,0.0212,0.0213,0.0189,0.0193,0.01952,0.0203
8,0.0160849999999999,0.0240849999999999,0.0247,0.0247,0.0193,0.0208,0.0226,0.0234,0.0788,0.0877,0.0821,0.0844,0.0867,0.0788,0.0877,0.0788,0.0877,0.0788,0.0877,0.0799,0.0186,0.0214849999999999,0.0217,0.0215,0.0193,0.0196,0.0199849999999999,0.0205
9,0.01655,0.0243,0.025,0.0252,0.0196,0.0211,0.023,0.0237,0.0793,0.08854,0.08284,0.0852,0.08764,0.0793,0.08854,0.0797,0.08854,0.0797,0.08854,0.0807399999999999,0.019,0.0222,0.0219,0.0216,0.0197,0.02,0.02065,0.0211
