percentiles,hv10,hv120,hv150,hv180,hv20,hv30,hv60,hv90,ivcall10,ivcall1080,ivcall120,ivcall150,ivcall180,ivcall20,ivcall270,ivcall30,ivcall360,ivcall60,ivcall720,ivcall90,phv10,phv120,phv150,phv180,phv20,phv30,phv60,phv90
0,0.121378,0.2709,0.0,0.0,0.167093,0.190077,0.2386,0.258744,0.41568,0.421712,0.429778,0.4294349999999999,0.4252249999999999,0.4205669999999999,0.4219779999999999,0.42289,0.4219779999999999,0.430067,0.4219779999999999,0.430601,0.21337,0.301625,0.0,0.0,0.235593,0.249939,0.282726,0.291745
1,0.146432,0.2899,0.293636,0.300566,0.184762,0.219354,0.25422,0.2758879999999999,0.439492,0.439258,0.4507779999999999,0.4473,0.442502,0.442502,0.440012,0.445828,0.440012,0.4512779999999999,0.440012,0.453138,0.235748,0.3323,0.33897,0.3282819999999999,0.250662,0.26914,0.295856,0.31646
2,0.169579,0.29735,0.301272,0.3149,0.200234,0.242058,0.263,0.286732,0.459634,0.4563669999999999,0.468001,0.462967,0.459467,0.4589709999999999,0.4573009999999999,0.459467,0.4573009999999999,0.467968,0.4573009999999999,0.47327,0.253141,0.340375,0.343921,0.344573,0.272217,0.2841,0.308744,0.330235
3,0.183324,0.308,0.3252,0.326164,0.2249159999999999,0.255748,0.28446,0.297152,0.477568,0.47178,0.48398,0.480316,0.477436,0.476916,0.473436,0.475736,0.472616,0.484428,0.472392,0.484448,0.26896,0.3432,0.3483,0.350056,0.287356,0.298016,0.326956,0.33814
4,0.19207,0.314375,0.33086,0.33513,0.23634,0.26434,0.292975,0.30756,0.49199,0.48097,0.50299,0.494145,0.48809,0.49219,0.481835,0.491385,0.4817,0.49831,0.48037,0.50006,0.283325,0.3465249999999999,0.353335,0.3534549999999999,0.29807,0.3101549999999999,0.33904,0.344925
5,0.201944,0.32235,0.3371,0.346546,0.249296,0.2777099999999999,0.29918,0.3185,0.5053019999999999,0.492144,0.514274,0.5078739999999999,0.502668,0.50921,0.49497,0.510336,0.494734,0.511068,0.492144,0.512802,0.292386,0.3551999999999999,0.3562,0.356446,0.310386,0.324886,0.346248,0.35164
6,0.210595,0.334575,0.344184,0.352296,0.262117,0.284539,0.31442,0.328308,0.514146,0.501861,0.5217,0.517323,0.510846,0.5176229999999999,0.5045379999999999,0.520069,0.5044,0.522323,0.502446,0.522515,0.2989509999999999,0.360775,0.3597,0.359274,0.322156,0.337356,0.352062,0.359645
7,0.220732,0.3431,0.351392,0.3610279999999999,0.274616,0.297832,0.3237,0.3378,0.5229,0.510224,0.5299480000000001,0.522512,0.5169360000000001,0.523812,0.5114,0.528324,0.511312,0.5300440000000001,0.510412,0.530008,0.308028,0.3649,0.364156,0.3679,0.33246,0.3468,0.3628,0.3646
8,0.232365,0.350925,0.359454,0.36549,0.2868509999999999,0.306579,0.3339,0.3439559999999999,0.5296019999999999,0.5139,0.536304,0.5273,0.521508,0.5323019999999999,0.516204,0.535204,0.515903,0.541403,0.513911,0.539304,0.319379,0.373725,0.376956,0.379704,0.343616,0.3544859999999999,0.369382,0.369305
9,0.24054,0.36,0.36826,0.3693,0.30052,0.32137,0.34185,0.35234,0.5376599999999999,0.5192599999999999,0.5419400000000001,0.53328,0.52725,0.54135,0.52227,0.54259,0.52227,0.55017,0.51957,0.55053,0.32607,0.3823999999999999,0.39444,0.39985,0.3499899999999999,0.36155,0.37608,0.37695
10,0.253188,0.367575,0.3716319999999999,0.372,0.310123,0.327029,0.355815,0.360768,0.545674,0.524432,0.550179,0.5395789999999999,0.5347160000000001,0.550474,0.5266789999999999,0.552453,0.5265369999999999,0.5603,0.5246,0.5565319999999999,0.331193,0.390325,0.4063619999999999,0.409201,0.355241,0.367682,0.3806259999999999,0.39286
11,0.265196,0.3783,0.381444,0.375,0.317524,0.334272,0.36648,0.373712,0.552716,0.529104,0.558168,0.547608,0.5391360000000001,0.560368,0.532504,0.562668,0.532472,0.567468,0.529948,0.5645479999999999,0.3403,0.4057,0.415168,0.413092,0.360796,0.375048,0.385092,0.40048
12,0.2739009999999999,0.389025,0.386534,0.3772,0.326414,0.344102,0.375915,0.380772,0.5638569999999999,0.5348,0.5635,0.5532710000000001,0.546669,0.567114,0.5370710000000001,0.5684710000000001,0.536814,0.5733280000000001,0.535,0.5718,0.3467,0.416475,0.418891,0.415766,0.3665009999999999,0.383502,0.388216,0.4051
13,0.285602,0.3944,0.3921,0.392002,0.333434,0.350746,0.3798,0.384332,0.571476,0.5386,0.571146,0.558738,0.553192,0.572746,0.540984,0.575546,0.540984,0.577346,0.538646,0.577592,0.3538779999999999,0.42365,0.422798,0.418874,0.373478,0.391268,0.3959479999999999,0.4101
14,0.29522,0.401175,0.39569,0.4016949999999999,0.33871,0.360375,0.384475,0.3892799999999999,0.57851,0.5426,0.57567,0.567605,0.56037,0.5791,0.54747,0.582005,0.54727,0.5832350000000001,0.5436,0.58167,0.35871,0.435875,0.4276149999999999,0.4219299999999999,0.38112,0.39763,0.4124,0.4217499999999999
