percentiles,hv10,hv120,hv150,hv180,hv20,hv30,hv60,hv90,ivput10,ivput1080,ivput120,ivput150,ivput180,ivput20,ivput270,ivput30,ivput360,ivput60,ivput720,ivput90,phv10,phv120,phv150,phv180,phv20,phv30,phv60,phv90
0,0.011,0.0182,0.0213,0.021688,0.014188,0.0156639999999999,0.0169,0.017764,0.057775,0.10155,0.07255,0.085075,0.0934,0.05775,0.10155,0.0602749999999999,0.10155,0.0606499999999999,0.10155,0.066375,0.014888,0.0194,0.0207,0.0217,0.0164,0.017588,0.0181,0.0189
1,0.0135,0.022176,0.0226,0.022876,0.015976,0.0172,0.0187,0.019476,0.0693,0.11135,0.097,0.1026,0.10625,0.0693,0.11135,0.07065,0.11135,0.0796,0.11135,0.08865,0.016676,0.022176,0.022576,0.0227,0.0184,0.0189,0.0202,0.020376
2,0.014964,0.0229,0.0233,0.0235,0.0176,0.0192,0.0199,0.0224,0.078275,0.1203,0.110325,0.11685,0.1210499999999999,0.078425,0.1203,0.080425,0.1203,0.087225,0.1203,0.1013749999999999,0.018264,0.023364,0.023264,0.0230639999999999,0.019864,0.0201,0.0209,0.0225
3,0.0158,0.0234,0.0238,0.0243,0.0187,0.0202,0.021852,0.023,0.0839,0.1298,0.1165,0.1235,0.1284,0.0845,0.1298,0.0862,0.1298,0.0952,0.1298,0.1066,0.0195,0.0237,0.0236,0.024052,0.0204,0.0208,0.0221,0.0233
4,0.0165,0.0239,0.0241,0.025,0.01944,0.0207,0.0228,0.0234,0.087825,0.138175,0.1230499999999999,0.12975,0.134475,0.08865,0.138175,0.0914,0.138175,0.0998,0.138175,0.112025,0.02024,0.024,0.0243,0.02614,0.02114,0.0218,0.02314,0.0239
5,0.0172,0.024328,0.025028,0.0274,0.0203,0.0212,0.0236,0.023728,0.0917,0.1446,0.1275,0.1362499999999999,0.1429,0.0928499999999999,0.1446,0.09555,0.1446,0.1048,0.1446,0.1162,0.0212,0.0243,0.027108,0.031784,0.022128,0.023,0.0246,0.024528
6,0.0184,0.0248,0.0258,0.0277,0.021,0.0221,0.0242,0.024316,0.095925,0.149425,0.131225,0.1416,0.1478499999999999,0.0969,0.149425,0.0991249999999999,0.149425,0.1081,0.149425,0.119325,0.0222,0.0292,0.031232,0.0338,0.023316,0.0241,0.0255,0.025612
7,0.0189,0.025204,0.0276,0.0283,0.021704,0.0226,0.024504,0.0247,0.0988,0.1531,0.1341,0.1442,0.1522,0.1,0.1531,0.1021,0.1531,0.1113,0.1531,0.1225,0.0235,0.032,0.0334039999999999,0.0346,0.0249,0.026,0.026504,0.0298
8,0.0194,0.0266,0.028192,0.0288,0.0222,0.0233,0.025,0.0255,0.100875,0.1559,0.1374,0.1464,0.154775,0.101975,0.1559,0.1044,0.1559,0.114175,0.1559,0.12565,0.0247,0.0332,0.0352,0.0354,0.0258,0.0271919999999999,0.0291,0.031484
9,0.02008,0.0274,0.02868,0.0293,0.0226,0.024,0.02578,0.0263,0.1031,0.1594499999999999,0.1404,0.14985,0.15635,0.10405,0.1594499999999999,0.1069499999999999,0.1594499999999999,0.11725,0.1594499999999999,0.12945,0.0257,0.0343,0.03588,0.0379,0.02758,0.02788,0.0315,0.03348
10,0.020768,0.0277,0.0291,0.0298,0.0235,0.025,0.0266,0.0268,0.105225,0.1629499999999999,0.1437,0.153025,0.158825,0.1062,0.1629499999999999,0.108625,0.1629499999999999,0.119625,0.1629499999999999,0.1321,0.027268,0.0359,0.037,0.0389,0.0292,0.030768,0.0343,0.034368
11,0.0214,0.028656,0.030156,0.030056,0.0244,0.0256,0.0271,0.027856,0.1069,0.1684,0.1452,0.1559,0.1629,0.1078,0.1684,0.1099,0.1684,0.1221,0.1684,0.1342,0.028856,0.0366,0.0393,0.0397,0.0309,0.0319,0.0347,0.0357
12,0.022344,0.0303,0.0306,0.031044,0.0253,0.026444,0.0278,0.028744,0.108275,0.1712,0.14795,0.1591,0.1663,0.109275,0.1712,0.1116,0.1712,0.12385,0.1712,0.1362,0.0302,0.038544,0.040032,0.0403,0.032344,0.0331,0.0351,0.036144
13,0.0232,0.0312,0.0313,0.0327,0.0261,0.027632,0.0283,0.030132,0.10975,0.17385,0.15035,0.1616,0.1692,0.1108,0.17385,0.1137,0.17385,0.1256,0.17385,0.1391,0.031332,0.0411,0.0414,0.0423,0.0334,0.0342,0.0361,0.0384
14,0.0238,0.0324,0.03292,0.0346,0.0272,0.0285,0.0288,0.03132,0.1111,0.176325,0.1528499999999999,0.1647,0.171325,0.1119749999999999,0.176325,0.114825,0.176325,0.1273,0.176325,0.141225,0.0325,0.0429,0.0432,0.0431,0.0342,0.0351,0.0372199999999999,0.0408
15,0.024508,0.033308,0.0352,0.0364,0.0283,0.0292,0.0293,0.0328,0.1125,0.1789,0.1551,0.1662,0.1739,0.1137,0.1789,0.1162,0.1789,0.1286,0.1789,0.1427,0.0333,0.0439,0.0438,0.044608,0.035208,0.0363,0.0387,0.0421
16,0.0254,0.0356,0.0368,0.0381,0.029296,0.030296,0.0301,0.0341,0.1139,0.180175,0.1566,0.168375,0.1759,0.1152499999999999,0.180175,0.117,0.180175,0.1297,0.180175,0.144475,0.0342,0.0449,0.0442,0.045896,0.0364,0.0378,0.0411,0.0427
17,0.026,0.0369,0.0384,0.0392,0.0303,0.031284,0.0325839999999999,0.035584,0.11545,0.1817,0.15825,0.1705,0.17795,0.1163,0.1817,0.1181,0.1817,0.13105,0.1817,0.14575,0.0349,0.0453,0.0456,0.0465,0.0373,0.0385,0.041684,0.043584
18,0.0264,0.037572,0.039372,0.0404,0.0313,0.0322,0.033872,0.0365,0.1164,0.1836,0.1599,0.1717,0.180125,0.1173,0.1836,0.1191,0.1836,0.1324,0.1836,0.146925,0.0355,0.045772,0.0467,0.047,0.0381,0.0394,0.0425,0.0447
19,0.02696,0.038,0.04,0.0418,0.0321,0.0328,0.0349,0.0372,0.1173,0.1849,0.1609,0.1733,0.1824,0.1184,0.1849,0.12,0.1849,0.1335,0.1849,0.1484,0.0364,0.0466,0.0474,0.0476,0.0388,0.04,0.04306,0.0456
20,0.0277,0.0389,0.0404,0.0425,0.0328,0.033948,0.036048,0.0378,0.1184,0.1867,0.162575,0.175375,0.184,0.119275,0.1867,0.1211,0.1867,0.1344,0.1867,0.1493,0.037,0.0472,0.0477,0.048048,0.0396,0.0406,0.0435,0.046248
21,0.028536,0.039536,0.0411,0.0432,0.033536,0.0346,0.0372,0.0381,0.1195499999999999,0.18895,0.1636,0.1768,0.18545,0.1200499999999999,0.18895,0.1228,0.18895,0.13555,0.18895,0.1502,0.0375,0.047736,0.047936,0.0488,0.0403,0.0414,0.0441,0.046836
22,0.029424,0.040524,0.042324,0.0448,0.034,0.0352,0.0379,0.0387,0.120125,0.1904,0.165425,0.1787,0.186725,0.1214249999999999,0.1904,0.124125,0.1904,0.1364,0.1904,0.152025,0.0383,0.0483,0.0483,0.049324,0.0409,0.042324,0.0446,0.0474
23,0.0302,0.0411,0.0432,0.045824,0.0345,0.0359,0.0387,0.0396,0.1214,0.192,0.1668,0.1802,0.1888,0.1227,0.192,0.1256,0.192,0.1373,0.192,0.153,0.039112,0.0485,0.0488,0.05,0.0416,0.043112,0.0453,0.0477
24,0.0311,0.042,0.0437,0.0466,0.0351,0.0366,0.0394,0.0405,0.122675,0.193375,0.168275,0.182175,0.1905,0.1241,0.193375,0.126475,0.193375,0.138275,0.193375,0.153975,0.04,0.0488,0.0494,0.0505,0.0422,0.044,0.0459,0.0481
25,0.032,0.0429,0.045488,0.0471,0.0357,0.037088,0.040088,0.040988,0.1238,0.1954,0.1696,0.1833,0.1921,0.1254,0.1954,0.12775,0.1954,0.1392499999999999,0.1954,0.1546,0.040888,0.049,0.0499,0.0517,0.0429,0.0446,0.046688,0.048588
26,0.0327,0.0441,0.046,0.0475,0.0363,0.0375,0.0406,0.0414,0.125325,0.1972,0.1711,0.1848,0.1936,0.126125,0.1972,0.1286,0.1972,0.14015,0.1972,0.1555,0.041676,0.0492,0.0507,0.0527,0.0439,0.045276,0.047,0.049
27,0.0336,0.045,0.0468,0.0479,0.036764,0.0381,0.0411,0.042,0.1259,0.1985,0.1722,0.1859,0.1948,0.1273,0.1985,0.1295,0.1985,0.1415,0.1985,0.1562,0.042464,0.0496,0.0515,0.0532,0.0447,0.046064,0.0476,0.0493
28,0.0345,0.0453,0.0479,0.0482,0.0374,0.038852,0.0417,0.0433,0.126875,0.2004,0.173375,0.187075,0.196375,0.128375,0.2004,0.1305,0.2004,0.1423,0.2004,0.157275,0.0432,0.05,0.0525,0.053652,0.0455,0.0467,0.048552,0.0497
29,0.0351,0.0459,0.0484,0.0487,0.0379,0.0396,0.04254,0.0443,0.128,0.20235,0.1738,0.18775,0.19735,0.1292,0.20235,0.13155,0.20235,0.14365,0.20235,0.15865,0.0442,0.0505,0.05314,0.05414,0.0462,0.0474,0.0493,0.05014
30,0.0357,0.0464,0.0488,0.0492,0.0385,0.0399,0.0431,0.0451,0.129,0.204425,0.1749,0.188525,0.19835,0.1302,0.204425,0.1325,0.204425,0.1446,0.204425,0.1594,0.0449,0.051328,0.0537,0.0546,0.0468,0.0484,0.05,0.0506
31,0.0366,0.0471,0.0492,0.05,0.0389,0.0403,0.0434,0.046,0.1298,0.2058,0.1756,0.1898,0.1993,0.1312,0.2058,0.1336,0.2058,0.1457,0.2058,0.1606,0.0454,0.0519,0.054,0.0551,0.0475159999999999,0.049,0.0505,0.0512
