percentiles,hv10,hv120,hv150,hv180,hv20,hv30,hv60,hv90,ivput10,ivput1080,ivput120,ivput150,ivput180,ivput20,ivput270,ivput30,ivput360,ivput60,ivput720,ivput90,phv10,phv120,phv150,phv180,phv20,phv30,phv60,phv90
0,0.023329,0.04289,0.049258,0.055729,0.0312869999999999,0.033832,0.0395,0.0403,0.075711,0.087155,0.083874,0.084907,0.086437,0.076322,0.087155,0.076196,0.087155,0.078522,0.087155,0.0822369999999999,0.0227,0.029958,0.033074,0.035829,0.023529,0.0243579999999999,0.023929,0.025229
1,0.0279899999999999,0.0519,0.0549,0.0572579999999999,0.035722,0.040258,0.041858,0.046558,0.0803,0.093474,0.088474,0.0923,0.093348,0.0804,0.093474,0.080622,0.093474,0.082,0.093474,0.084574,0.024558,0.0341,0.0355,0.0365,0.026258,0.0263,0.0301,0.0322
2,0.031574,0.0532,0.0562,0.0577,0.0397,0.043487,0.0458,0.0493,0.082911,0.0974,0.091533,0.095,0.096544,0.083011,0.0974,0.0831,0.0974,0.083822,0.0974,0.0874,0.0263869999999999,0.034987,0.0364,0.0369,0.0279869999999999,0.0294,0.0323,0.0341739999999999
3,0.0337,0.054,0.057,0.058116,0.0424,0.045916,0.0496,0.0513,0.0848,0.100296,0.0933,0.0967,0.0989,0.0848,0.100296,0.0849,0.100296,0.086448,0.100296,0.089148,0.0276,0.0371,0.0372,0.0374,0.03,0.0316,0.0344,0.0351
4,0.035645,0.0547,0.0574,0.0585,0.04499,0.047345,0.05099,0.053245,0.086085,0.101685,0.0943,0.098,0.100385,0.086085,0.101685,0.0862,0.101685,0.0883,0.101685,0.09097,0.0286,0.037745,0.037945,0.0384,0.031,0.0329,0.0352,0.0365
5,0.0375,0.056374,0.0578739999999999,0.059,0.0465959999999999,0.0489,0.0526,0.0544,0.087822,0.1029,0.0954219999999999,0.0989,0.1014,0.087822,0.1029,0.087922,0.1029,0.0891,0.1029,0.0926,0.0296,0.0383,0.0386,0.039,0.032,0.0339,0.035774,0.0375
6,0.0391,0.057203,0.058503,0.0598,0.047903,0.0508,0.054103,0.0556,0.0888,0.1039,0.096659,0.099659,0.102059,0.088959,0.1039,0.089059,0.1039,0.090559,0.1039,0.0937,0.030103,0.0386,0.039103,0.0394,0.032703,0.0346,0.0365,0.0384
7,0.040332,0.058032,0.0593,0.0601,0.0491,0.0522,0.0555,0.0566319999999999,0.090192,0.104696,0.0977,0.1005,0.1028,0.090296,0.104696,0.0905,0.104696,0.0918959999999999,0.104696,0.0947,0.0308,0.0389,0.039632,0.0398,0.0336,0.0351,0.0369,0.0387
8,0.041761,0.0589,0.060161,0.0605,0.0501,0.0535,0.0566,0.0577,0.091033,0.1054,0.0984,0.1014,0.103833,0.091133,0.1054,0.0913,0.1054,0.0929,0.1054,0.095433,0.0315,0.0393,0.0399,0.0401,0.0342,0.0356,0.0373,0.039
9,0.0433,0.0604,0.0609,0.0616,0.0508,0.0542,0.05788,0.0586,0.09237,0.1063,0.0992,0.10227,0.10467,0.09237,0.1063,0.0925,0.1063,0.0939,0.1063,0.0964,0.0322,0.0398,0.0402,0.0404,0.0345,0.0361,0.0377,0.0394
