percentiles,hv10,hv120,hv150,hv180,hv20,hv30,hv60,hv90,ivmean10,ivmean1080,ivmean120,ivmean150,ivmean180,ivmean20,ivmean270,ivmean30,ivmean360,ivmean60,ivmean720,ivmean90,phv10,phv120,phv150,phv180,phv20,phv30,phv60,phv90
88,0.6459960000000001,0.596,0.587098,0.580098,0.625199,0.6050989999999999,0.595197,0.5974980000000001,0.8661340000000001,0.7605890000000001,0.7706230000000002,0.7614230000000001,0.7525570000000001,0.8656,0.748345,0.866189,0.7488450000000001,0.8329230000000001,0.757356,0.7896800000000003,0.4839920000000002,0.4511,0.4593950000000001,0.4641890000000002,0.472998,0.4724960000000001,0.4575,0.4509950000000001
89,0.65938,0.59869,0.5895900000000001,0.584,0.6369800000000001,0.61288,0.60396,0.60248,0.90977,0.77756,0.79579,0.7827100000000002,0.77518,0.9121100000000004,0.7697400000000001,0.9078800000000004,0.7697400000000001,0.8735200000000003,0.7731100000000001,0.8236100000000003,0.49328,0.46225,0.47107,0.47179,0.4796,0.47879,0.46708,0.45619
90,0.6796339999999998,0.603262,0.5938,0.591362,0.6476810000000001,0.6281,0.614143,0.6171859999999999,0.9746040000000004,0.793,0.8317300000000002,0.8112830000000001,0.793273,0.968855,0.7904290000000002,0.958819,0.7904290000000002,0.912365,0.7904920000000001,0.8778470000000002,0.503224,0.4712429999999999,0.4754429999999999,0.480462,0.490886,0.4874,0.474505,0.4658239999999999
91,0.6943160000000002,0.6084720000000001,0.597272,0.5989,0.6566880000000002,0.6430440000000001,0.6238,0.6234320000000002,1.0619200000000002,0.8351760000000003,0.894492,0.8578600000000001,0.8324960000000002,1.0657720000000004,0.8351760000000003,1.0327760000000006,0.8351760000000003,0.9907360000000004,0.8351760000000003,0.92098,0.5129720000000001,0.478416,0.4795,0.492572,0.5005400000000005,0.496444,0.4841040000000002,0.477372
92,0.7077,0.612926,0.600426,0.6016,0.6687820000000002,0.6566890000000001,0.6306630000000001,0.6309520000000001,1.1802020000000009,0.89026,0.9356290000000004,0.9119480000000002,0.8974030000000005,1.159381,0.89026,1.1432500000000003,0.89026,1.0591800000000005,0.89026,0.9681710000000004,0.5227630000000001,0.4912,0.500089,0.505226,0.512826,0.5036,0.498589,0.492826
93,0.7288319999999999,0.619354,0.610834,0.6057779999999999,0.686272,0.663662,0.642608,0.6401,1.2956,0.9451740000000002,1.0413300000000003,0.9743200000000004,0.9545740000000008,1.2956,0.9451740000000002,1.276544,0.9451740000000002,1.1529320000000003,0.9451740000000002,1.0779280000000002,0.539966,0.5088059999999999,0.5202,0.517762,0.5283,0.512608,0.5145,0.513554
94,0.7542349999999999,0.6281899999999999,0.627945,0.6196,0.7099249999999999,0.67848,0.6623249999999999,0.6497599999999999,1.2956,0.9453,1.1652,1.1093,1.0534,1.2956,0.9453,1.2956,0.9453,1.277,0.9453,1.2211,0.55368,0.5312599999999998,0.5334899999999999,0.5315349999999999,0.54419,0.5233349999999999,0.5259849999999997,0.52598
95,0.7829520000000001,0.645472,0.6438920000000031,0.715236,0.7301480000000002,0.696836,0.6899800000000004,0.6619800000000001,1.2956,0.9453,1.1652,1.1093,1.0534,1.2956,0.9453,1.2956,0.9453,1.277,0.9453,1.2211,0.5857800000000001,0.5441520000000001,0.5496280000000019,0.6632560000000003,0.5578160000000001,0.5359800000000001,0.5370040000000001,0.541872
96,0.815208,0.7400359999999998,0.792567,0.7505,0.751643,0.720354,0.7272199999999999,0.686227,1.2956,0.9453,1.1652,1.1093,1.0534,1.2956,0.9453,1.2956,0.9453,1.277,0.9453,1.2211,0.611197,0.6990759999999998,0.739924,0.705243,0.574054,0.553527,0.5552509999999999,0.558654
97,0.8832359999999999,0.8780699999999998,0.8291,0.805218,0.7890619999999999,0.7863539999999983,0.7577439999999999,0.8812759999999945,1.3132400000000004,0.9453,1.1652,1.1093,1.0534,1.2956,0.9453,1.2956,0.9453,1.277,0.9453,1.2211,0.6604959999999996,0.8234619999999999,0.7677799999999998,0.7380359999999999,0.5997879999999998,0.5881679999999996,0.5762619999999998,0.8623759999999987
98,0.9452330000000004,0.9101350000000002,0.8606170000000002,0.8179540000000001,1.0279340000000017,0.9517860000000036,1.1157089999999998,0.995018,1.7533339999999986,1.0616429999999966,1.1652,1.1093,1.062210999999998,1.651271999999984,1.0616429999999966,1.5437319999999983,1.0616429999999966,1.3791979999999913,1.0616429999999966,1.2211,0.7294500000000022,0.8504090000000001,0.794309,0.749209,0.6961650000000013,0.7407090000000073,1.0644430000000005,0.9398890000000004
