percentiles,hv10,hv120,hv150,hv180,hv20,hv30,hv60,hv90,ivput10,ivput1080,ivput120,ivput150,ivput180,ivput20,ivput270,ivput30,ivput360,ivput60,ivput720,ivput90,phv10,phv120,phv150,phv180,phv20,phv30,phv60,phv90
0,0.062708,0.1323,0.138554,0.1431,0.084116,0.095154,0.107354,0.121208,0.15377,0.15494,0.15937,0.1595349999999999,0.15918,0.15377,0.15759,0.15377,0.156275,0.156415,0.15494,0.15889,0.0997,0.1387,0.1408,0.1446,0.112981,0.119427,0.129735,0.1352269999999999
1,0.068354,0.1367,0.144254,0.1465,0.0961,0.1047,0.114762,0.1279,0.16099,0.16119,0.16426,0.1653899999999999,0.16428,0.16127,0.16347,0.16127,0.16212,0.16224,0.16119,0.16422,0.1056,0.1427699999999999,0.143954,0.147254,0.120008,0.125054,0.134954,0.14
2,0.073781,0.141543,0.145581,0.1482,0.1001,0.110162,0.122181,0.134362,0.1675,0.1666,0.1684,0.16817,0.16757,0.167535,0.166935,0.167535,0.1666,0.1676,0.1666,0.1687,0.1125,0.147281,0.1475,0.149381,0.124843,0.129481,0.139943,0.1436
3,0.077208,0.1444,0.149908,0.148908,0.1035,0.114316,0.1274,0.137508,0.17026,0.16868,0.17026,0.16978,0.16958,0.17026,0.1692,0.17054,0.16868,0.1706,0.16868,0.1706,0.1172079999999999,0.1492,0.150008,0.1510159999999999,0.129,0.134624,0.142008,0.146308
4,0.080935,0.14617,0.1515,0.1515,0.106235,0.117835,0.130775,0.141335,0.172725,0.17045,0.17315,0.171975,0.172125,0.172725,0.1711,0.1731,0.17045,0.173125,0.17045,0.173125,0.1202,0.1502,0.15267,0.1525,0.131275,0.136535,0.1448,0.151635
5,0.084462,0.149762,0.152662,0.1543,0.1098,0.120362,0.135372,0.143562,0.17537,0.17277,0.17477,0.1738,0.17407,0.17537,0.17371,0.1755,0.17301,0.17567,0.17277,0.1754,0.123462,0.152362,0.1537,0.154,0.133562,0.1388,0.147424,0.153962
6,0.087789,0.1518,0.154078,0.1565,0.113678,0.122589,0.1386,0.145878,0.177745,0.1750749999999999,0.1769,0.17656,0.17683,0.177745,0.176215,0.17823,0.175515,0.178115,0.1750749999999999,0.177145,0.1255669999999999,0.1541,0.155389,0.1559,0.135589,0.1405,0.149,0.1552
7,0.091616,0.156,0.1565,0.158416,0.1163,0.1256479999999999,0.141648,0.147916,0.17978,0.17736,0.17886,0.1786799999999999,0.17956,0.18002,0.178,0.18046,0.1774,0.17994,0.17736,0.17934,0.1282,0.156516,0.157,0.1575,0.1371,0.142,0.149916,0.156
8,0.094286,0.158286,0.1593,0.1597,0.1187,0.1285,0.144843,0.149943,0.1832,0.1801,0.181505,0.181,0.181505,0.183205,0.18081,0.183205,0.180105,0.1831,0.1801,0.1825,0.1301,0.1578,0.158843,0.160743,0.1390289999999999,0.1438,0.151443,0.1567
9,0.097,0.1597,0.16107,0.16117,0.12174,0.1315,0.14717,0.15177,0.1853,0.18225,0.1847,0.18365,0.1833,0.1854,0.1828,0.18555,0.1824,0.1853,0.18225,0.1852,0.1315,0.15988,0.16207,0.16247,0.1406,0.1449,0.15274,0.1572
10,0.0995,0.161091,0.162597,0.1619,0.124397,0.133997,0.1484,0.154794,0.1874,0.183795,0.187295,0.1857,0.185695,0.1874,0.1853,0.1874,0.184085,0.1869,0.183795,0.1874,0.1327,0.160997,0.163197,0.1634,0.1416,0.145997,0.1535,0.158697
11,0.1022,0.1621,0.1639479999999999,0.1635,0.126024,0.135424,0.150224,0.156848,0.18934,0.1864,0.1894,0.1878999999999999,0.18798,0.1894,0.18744,0.1894,0.1864,0.18918,0.1864,0.18948,0.1346,0.1622,0.163824,0.1643,0.1431,0.147224,0.154724,0.159324
12,0.1040509999999999,0.1626,0.1651,0.1653,0.127251,0.137351,0.152351,0.159053,0.191,0.189085,0.190685,0.1896,0.189885,0.191,0.189585,0.191,0.189085,0.1906,0.189085,0.190685,0.136351,0.1632,0.1644509999999999,0.1647,0.144451,0.1484,0.156051,0.159851
13,0.106434,0.1635,0.166,0.166578,0.128956,0.1394,0.1549,0.16,0.19306,0.19053,0.19223,0.19173,0.1916,0.19306,0.19073,0.19373,0.19053,0.19233,0.19053,0.1922,0.1377,0.164,0.1649,0.165178,0.1455,0.1494,0.1573,0.160578
14,0.108415,0.1645,0.167,0.1685,0.131305,0.1418,0.156405,0.16111,0.1954,0.1921,0.1944,0.19355,0.1937,0.1954,0.1922,0.1954,0.1921,0.194675,0.1921,0.194425,0.138905,0.164705,0.1653,0.165705,0.146605,0.150305,0.158005,0.1613
15,0.1114,0.165664,0.167732,0.168932,0.133432,0.143632,0.157732,0.1629,0.19702,0.1937,0.19596,0.19502,0.1954,0.19702,0.19422,0.19702,0.19372,0.1967,0.1937,0.196,0.139964,0.1654,0.165932,0.1663,0.147432,0.1511,0.159032,0.1617
16,0.113459,0.167559,0.169,0.17,0.135418,0.145759,0.160059,0.163959,0.198165,0.1954,0.19713,0.19673,0.1968,0.198165,0.19583,0.1984,0.1954,0.19833,0.1954,0.1975,0.1412,0.166,0.166459,0.166859,0.1481,0.152159,0.1596,0.1623
17,0.115786,0.168986,0.1698,0.171,0.137786,0.1477,0.161486,0.1653,0.2001099999999999,0.19712,0.1987,0.198,0.198,0.20021,0.1973,0.2001099999999999,0.1973,0.19963,0.19712,0.19851,0.1423,0.1665,0.1671,0.1674,0.148886,0.153,0.1601,0.1628
18,0.118113,0.169713,0.170613,0.1715,0.1395,0.149913,0.1621,0.166013,0.202355,0.198555,0.2001,0.199155,0.199555,0.2023,0.198655,0.201955,0.1987,0.2016,0.198555,0.2004,0.143613,0.167,0.167513,0.1682,0.1497,0.1541259999999999,0.1608,0.163613
19,0.11974,0.1706,0.1713,0.1724,0.14114,0.15214,0.16314,0.1668,0.2038,0.2001,0.2016,0.2009,0.2011,0.2038,0.2001,0.2037,0.2002,0.2031,0.2001,0.2018,0.1448,0.1674,0.168,0.16944,0.1507,0.1552,0.16154,0.1642
20,0.1215,0.171267,0.172267,0.173,0.142767,0.1540669999999999,0.1639,0.1682,0.2059,0.201245,0.2029,0.2022,0.2021,0.2059,0.201345,0.205645,0.201345,0.20458,0.201245,0.2035,0.146,0.167767,0.1683,0.1708,0.1518,0.1559,0.162267,0.1646
21,0.123194,0.1719,0.1733,0.1738,0.144888,0.1554,0.165,0.169894,0.2076899999999999,0.2025,0.2041899999999999,0.20389,0.20379,0.2076,0.2025,0.20759,0.2025,0.20629,0.2025,0.2054899999999999,0.1476,0.1683,0.168994,0.1713,0.1527939999999999,0.1573,0.1629,0.1651
22,0.125242,0.1725,0.1742,0.1751,0.146121,0.156942,0.166221,0.171,0.209535,0.204135,0.2063,0.2059,0.206035,0.2097,0.20427,0.2097,0.2042,0.2076,0.204135,0.20687,0.149,0.1689,0.169621,0.172,0.153742,0.1586,0.1641,0.1659
23,0.127248,0.173048,0.175,0.176248,0.147548,0.157848,0.1674,0.1717,0.21118,0.2059399999999999,0.20768,0.2072,0.20708,0.2115,0.206,0.2115,0.206,0.2091,0.2059399999999999,0.2085,0.1503,0.1693,0.171248,0.1727,0.1547,0.1599,0.1647,0.166648
24,0.12905,0.1736,0.1759,0.177,0.149075,0.159575,0.1686,0.172475,0.2126,0.20695,0.2090499999999999,0.208675,0.208825,0.212625,0.2071,0.2127,0.20695,0.211,0.20695,0.2101,0.1513,0.1699,0.1719,0.1733,0.156375,0.1607,0.1653,0.167575
25,0.130802,0.1745,0.1765,0.1781,0.1513,0.1609,0.169602,0.1732,0.2144,0.20847,0.21057,0.21057,0.2099,0.21471,0.2085,0.21447,0.2084,0.21211,0.20847,0.21167,0.1521,0.1706,0.1726,0.175002,0.1575,0.161602,0.166002,0.1683
26,0.1324,0.1752,0.1775,0.178529,0.152958,0.162129,0.1704,0.174329,0.2157,0.2099,0.2119,0.2117,0.2116,0.21573,0.210115,0.2159,0.2099,0.2136,0.2099,0.2132,0.1532,0.1713,0.1735,0.1766,0.1584,0.1624,0.1672,0.1691
