percentiles,hv10,hv120,hv150,hv20,hv30,hv60,hv90,ivcall10,ivcall1080,ivcall120,ivcall150,ivcall180,ivcall20,ivcall270,ivcall30,ivcall360,ivcall60,ivcall720,ivcall90,ivmean10,ivmean1080,ivmean120,ivmean150,ivmean180,ivmean20,ivmean270,ivmean30,ivmean360,ivmean60,ivmean720,ivmean90,ivput10,ivput1080,ivput120,ivput150,ivput180,ivput20,ivput270,ivput30,ivput360,ivput60,ivput720,ivput90,phv10,phv120,phv150,phv20,phv30,phv60,phv90
50,0.2895239999999999,0.37833,0.380359,0.325,0.3493200000000001,0.365944,0.3766009999999999,0.388192,0.3933,0.3942,0.3931,0.3924,0.388198,0.3933,0.3887,0.3933,0.3918,0.3933,0.3947,0.393476,0.3963759999999999,0.3972,0.394652,0.3951,0.394028,0.3963759999999999,0.3934,0.3963759999999999,0.395104,0.3963759999999999,0.3956,0.3953859999999999,0.398762,0.397931,0.3966,0.3976,0.395293,0.398762,0.394631,0.398762,0.3944,0.398762,0.3965,0.2808,0.330086,0.3383199999999999,0.296,0.308686,0.323723,0.3315
51,0.293612,0.3799,0.381936,0.329088,0.354236,0.370844,0.3781,0.3908,0.3943959999999999,0.396,0.394796,0.394096,0.3908,0.3943959999999999,0.391596,0.3943959999999999,0.3935,0.3943959999999999,0.396792,0.3962,0.3985039999999999,0.399,0.397908,0.397652,0.3964519999999999,0.3985039999999999,0.3959519999999999,0.3985039999999999,0.3974519999999999,0.3985039999999999,0.398304,0.3972,0.4012,0.399512,0.3981,0.3991,0.3972,0.4012,0.396712,0.4012,0.395812,0.4012,0.398212,0.283292,0.332824,0.34094,0.2988,0.311772,0.327172,0.3325
52,0.299654,0.3814,0.383,0.333594,0.359352,0.3737,0.379003,0.39467,0.396094,0.3984,0.3968939999999999,0.396494,0.39467,0.396094,0.395576,0.396094,0.3957,0.396094,0.399,0.3989839999999999,0.4003,0.4007,0.4003,0.399628,0.4004,0.4003,0.398628,0.4003,0.399628,0.4003,0.4011,0.4004,0.402686,0.401993,0.4009,0.401093,0.399293,0.402686,0.399093,0.402686,0.398893,0.402686,0.400986,0.286042,0.3349,0.3435,0.3015,0.3145,0.3294,0.333356
53,0.304524,0.38352,0.384,0.338638,0.362768,0.377764,0.380354,0.397784,0.397692,0.3999,0.3992,0.398,0.397776,0.397692,0.3983,0.397692,0.397992,0.397692,0.4013,0.403,0.401804,0.402204,0.4021,0.401508,0.402512,0.401804,0.402208,0.401804,0.402208,0.401804,0.4025,0.403148,0.4046,0.403748,0.4029,0.4029,0.4026,0.4046,0.402274,0.4046,0.401074,0.4046,0.4038,0.288156,0.3368,0.34558,0.3058,0.3168,0.333142,0.3344
54,0.3099100000000001,0.38645,0.385485,0.3417,0.36586,0.3808,0.3838250000000001,0.4005,0.39959,0.40209,0.40077,0.39948,0.40019,0.39959,0.4011,0.39959,0.40069,0.39959,0.40359,0.406,0.4035,0.40428,0.40398,0.4035,0.4053,0.4035,0.4056600000000001,0.4035,0.40468,0.4035,0.4041,0.40641,0.406055,0.40611,0.4045,0.405355,0.40511,0.406055,0.40521,0.406055,0.404655,0.406055,0.4068,0.2928,0.341215,0.3472499999999999,0.3086,0.31916,0.335715,0.33616
55,0.3176240000000001,0.3885,0.389108,0.350444,0.3689,0.382892,0.388356,0.4029,0.400688,0.4038,0.4021,0.40164,0.402488,0.400688,0.404752,0.400688,0.403788,0.400688,0.4049,0.408712,0.4052,0.407,0.406356,0.4052,0.408056,0.4052,0.408156,0.4052,0.406456,0.4052,0.407356,0.409136,0.408272,0.408336,0.407,0.407272,0.408308,0.408272,0.4074,0.408272,0.4068,0.408272,0.4086,0.296784,0.345736,0.35126,0.3125,0.3236,0.3376,0.338424
56,0.323384,0.3904,0.3925780000000001,0.354443,0.372652,0.3876,0.3922,0.4058,0.4025,0.405286,0.404786,0.403986,0.404986,0.4025,0.406786,0.4025,0.406272,0.4025,0.4068,0.4114,0.406864,0.409132,0.4082,0.406864,0.4103280000000001,0.406864,0.410132,0.406864,0.409,0.406864,0.408964,0.413134,0.410034,0.41,0.4095169999999999,0.409217,0.412251,0.410034,0.4117,0.410034,0.409917,0.410034,0.410268,0.2993,0.3493,0.3531,0.3173,0.3278,0.3396,0.340492
57,0.327036,0.39214,0.396,0.358842,0.376272,0.3911,0.397474,0.4084679999999999,0.4045,0.4068,0.406584,0.405584,0.407184,0.4045,0.4093839999999999,0.4045,0.408636,0.4045,0.4084839999999999,0.4148239999999999,0.4089319999999999,0.4112,0.410508,0.410108,0.4129159999999999,0.4089319999999999,0.413008,0.4089319999999999,0.4112159999999999,0.4089319999999999,0.4108,0.41609,0.4114939999999999,0.411896,0.411,0.410898,0.415498,0.4114939999999999,0.414496,0.4114939999999999,0.412296,0.4114939999999999,0.412498,0.3021,0.351994,0.3572599999999999,0.32,0.3312,0.343034,0.3431479999999999
58,0.331816,0.39658,0.402793,0.3641,0.38064,0.392548,0.400609,0.4113279999999999,0.4057639999999999,0.4088819999999999,0.408,0.4073,0.41061,0.4057639999999999,0.4118,0.4057639999999999,0.4107,0.4057639999999999,0.4105,0.4174839999999999,0.4108,0.412584,0.4122,0.412352,0.416084,0.4108,0.415384,0.4108,0.4138,0.4108,0.413168,0.4195,0.413479,0.413958,0.4126,0.4127,0.419295,0.413479,0.416658,0.413479,0.414,0.413479,0.414779,0.3069,0.355658,0.35919,0.3231,0.334061,0.3457,0.3454679999999999
59,0.33826,0.4002,0.4069399999999999,0.3691799999999999,0.3834,0.3964,0.4025,0.41318,0.4085,0.4111,0.41008,0.40958,0.4126,0.4085,0.4138,0.4085,0.41308,0.4085,0.4123799999999999,0.42018,0.41296,0.4145,0.4136,0.41352,0.41866,0.41296,0.41786,0.41296,0.4153,0.41296,0.41506,0.4212,0.4146,0.41626,0.41416,0.41426,0.42116,0.4146,0.41862,0.4146,0.41646,0.4146,0.41722,0.31132,0.35762,0.36,0.3274,0.33876,0.34768,0.34764
60,0.3439,0.4026,0.4107,0.3741,0.387136,0.399976,0.4053219999999999,0.4166,0.4102,0.4126,0.4117,0.411256,0.415578,0.4102,0.4164779999999999,0.4102,0.4154,0.4102,0.415156,0.4222079999999999,0.414672,0.4160359999999999,0.4155359999999999,0.4156,0.421236,0.414672,0.4198,0.414672,0.4176,0.414672,0.4184,0.424041,0.415982,0.417741,0.4158,0.4156,0.423723,0.415982,0.420541,0.415982,0.419641,0.415982,0.419541,0.314227,0.360391,0.3607,0.3313,0.3426,0.350053,0.351772
61,0.349172,0.4065599999999999,0.415016,0.379938,0.3908159999999999,0.4049,0.4083239999999999,0.4191,0.412,0.4139759999999999,0.4129,0.4128759999999999,0.4182,0.412,0.4188,0.412,0.418152,0.412,0.4164759999999999,0.425,0.416712,0.417336,0.417412,0.417312,0.423712,0.416712,0.421712,0.416712,0.419912,0.416712,0.4206239999999999,0.4269,0.4174,0.4193,0.4174,0.417122,0.426,0.4174,0.422966,0.4174,0.421444,0.4174,0.4222,0.317434,0.3629,0.3619,0.3349,0.346466,0.3534259999999999,0.356924
62,0.353278,0.41148,0.418667,0.3831,0.395184,0.4064,0.411613,0.4218,0.4134,0.4161,0.415022,0.415022,0.4214,0.4134,0.421474,0.4134,0.419674,0.4134,0.418674,0.428964,0.418588,0.4195879999999999,0.419188,0.4190879999999999,0.4268,0.418588,0.424176,0.418588,0.422076,0.418588,0.4225879999999999,0.4297,0.419203,0.4211029999999999,0.4199029999999999,0.418412,0.428703,0.419203,0.4260029999999999,0.419203,0.4240029999999999,0.419203,0.4245,0.320541,0.364606,0.3627,0.3392,0.350259,0.356098,0.360852
63,0.3582399999999999,0.41592,0.4199759999999999,0.3866,0.402776,0.411808,0.415864,0.423772,0.414672,0.418772,0.417772,0.416172,0.423344,0.414672,0.4235,0.414672,0.421,0.414672,0.420944,0.430964,0.420464,0.421464,0.420764,0.4208,0.429464,0.420464,0.4276,0.420464,0.424,0.420464,0.424828,0.432768,0.4205,0.4228,0.4216,0.420384,0.4314,0.4205,0.4290839999999999,0.4205,0.4263,0.4205,0.426284,0.323396,0.3679,0.3634,0.3405,0.353204,0.358672,0.3629
64,0.3640899999999999,0.4206499999999999,0.4215,0.390805,0.40856,0.41478,0.4205149999999999,0.4256,0.4159,0.42095,0.4197,0.41844,0.4253,0.4159,0.42577,0.4159,0.42327,0.4159,0.42297,0.43368,0.4218,0.4235399999999999,0.4216,0.422,0.4321399999999999,0.4218,0.42964,0.4218,0.42674,0.4218,0.42704,0.4357,0.421665,0.4243,0.422665,0.4216,0.4346649999999999,0.421665,0.431795,0.421665,0.42893,0.421665,0.4282,0.32741,0.370915,0.36455,0.3446,0.356645,0.36089,0.36534
65,0.369,0.4222599999999999,0.422894,0.3961,0.413672,0.417652,0.424266,0.427568,0.4178,0.422968,0.421768,0.420868,0.427268,0.4178,0.4276,0.4178,0.426168,0.4178,0.425,0.436132,0.4232,0.4256,0.422832,0.423216,0.434716,0.4232,0.432332,0.4232,0.429716,0.4232,0.428616,0.438438,0.4233,0.4259,0.4239,0.424046,0.436946,0.4233,0.4348,0.4233,0.4314,0.4233,0.4299,0.3306,0.3731,0.3674,0.35,0.359238,0.3627,0.368164
66,0.376606,0.42512,0.4242,0.399333,0.4163,0.421524,0.427217,0.431198,0.4212,0.425366,0.422966,0.4232,0.430966,0.4212,0.4301,0.4212,0.428066,0.4212,0.4271,0.4386919999999999,0.4248,0.427392,0.425292,0.424892,0.4372,0.4248,0.4352,0.4248,0.432092,0.4248,0.430692,0.440827,0.426,0.4279,0.425254,0.426,0.438927,0.426,0.4363,0.426,0.433554,0.426,0.4317269999999999,0.3345,0.374354,0.36884,0.3547,0.361931,0.365,0.37
67,0.381916,0.42876,0.4249,0.405096,0.420456,0.424196,0.430836,0.435692,0.423164,0.4277,0.4263,0.4259,0.435,0.423164,0.433964,0.423164,0.430264,0.423164,0.428828,0.441568,0.4262,0.429,0.427268,0.426068,0.4391,0.4262,0.437368,0.4262,0.4338,0.4262,0.4329,0.4443,0.427408,0.429308,0.427324,0.4276,0.4419320000000001,0.427408,0.4386,0.427408,0.435408,0.427408,0.433416,0.340252,0.376,0.37164,0.3576,0.363324,0.3681,0.374708
68,0.388814,0.43277,0.4272419999999999,0.4098029999999999,0.4231479999999999,0.4281759999999999,0.432419,0.439662,0.4257,0.429362,0.428562,0.4280859999999999,0.437862,0.4257,0.437562,0.4257,0.4325239999999999,0.4257,0.4311,0.4436759999999999,0.427888,0.4308,0.428844,0.4281,0.442444,0.427888,0.4399,0.427888,0.4362,0.427888,0.434544,0.4466779999999999,0.429289,0.4315889999999999,0.4297,0.4291,0.4453,0.429289,0.4411,0.429289,0.437289,0.429289,0.4351889999999999,0.345183,0.3769389999999999,0.3729,0.3612,0.3659,0.3726,0.379864
69,0.3936799999999999,0.4376,0.4295799999999999,0.41542,0.4271399999999999,0.4333199999999999,0.43477,0.4421,0.4280199999999999,0.4312,0.4306,0.42956,0.44076,0.4280199999999999,0.4400799999999999,0.4280199999999999,0.4346,0.4280199999999999,0.4332,0.44752,0.4291199999999999,0.4329,0.43004,0.43,0.44542,0.4291199999999999,0.44304,0.4291199999999999,0.43954,0.4291199999999999,0.43632,0.4511499999999999,0.4315,0.4344699999999999,0.43277,0.4315499999999999,0.44854,0.4315,0.4436699999999999,0.4315,0.43944,0.4315,0.4371699999999999,0.34907,0.3783399999999999,0.3738,0.3645,0.3684199999999999,0.37651,0.3816599999999999
70,0.39883,0.4422,0.4340389999999999,0.420458,0.429732,0.437812,0.437542,0.445558,0.4298,0.433858,0.433,0.4314,0.445058,0.4298,0.443158,0.4298,0.4374,0.4298,0.435358,0.451096,0.4302,0.4346,0.432296,0.4315,0.448592,0.4302,0.446392,0.4302,0.441192,0.4302,0.438196,0.453451,0.4331509999999999,0.4367,0.435202,0.4335509999999999,0.4516,0.4331509999999999,0.446102,0.4331509999999999,0.4417,0.4331509999999999,0.438902,0.352097,0.3806029999999999,0.37603,0.3686,0.373,0.3801489999999999,0.384384
71,0.4076,0.4452,0.438648,0.424468,0.433924,0.441784,0.439872,0.4489,0.430912,0.435656,0.434856,0.4334,0.447756,0.430912,0.446156,0.430912,0.4402,0.430912,0.437156,0.456116,0.431844,0.436372,0.4342,0.433244,0.452788,0.431844,0.448572,0.431844,0.4441,0.431844,0.4398,0.4573,0.434732,0.439532,0.438,0.4361,0.4550639999999999,0.434732,0.4497,0.434732,0.443532,0.434732,0.441364,0.355908,0.3831639999999999,0.37844,0.374,0.375396,0.382956,0.387144
72,0.4184,0.44848,0.443071,0.4302,0.4359159999999999,0.445912,0.442846,0.4531779999999999,0.433208,0.437208,0.4366,0.434754,0.450462,0.433208,0.4487,0.433208,0.4425,0.433208,0.438854,0.459348,0.4338,0.438696,0.4364,0.436,0.4559,0.4338,0.451248,0.4338,0.446,0.4338,0.442096,0.462313,0.437513,0.441926,0.4402129999999999,0.4384,0.459113,0.437513,0.4522259999999999,0.437513,0.446113,0.437513,0.443413,0.3589,0.3862,0.3809,0.3779,0.3789,0.3869,0.395472
73,0.424276,0.45052,0.448866,0.436404,0.4386319999999999,0.455628,0.449174,0.457,0.4347,0.4403,0.437852,0.436152,0.4552,0.4347,0.452108,0.4347,0.4447,0.4347,0.441652,0.4621,0.4356,0.4408,0.439,0.437924,0.459848,0.4356,0.455524,0.4356,0.448748,0.4356,0.443624,0.466134,0.4395,0.4442939999999999,0.4419,0.440594,0.462794,0.4395,0.457476,0.4395,0.448982,0.4395,0.446994,0.365518,0.387888,0.38204,0.3817,0.382946,0.390202,0.400896
74,0.43195,0.4546,0.456475,0.4442,0.4441,0.4614,0.45685,0.4616,0.43655,0.44205,0.44015,0.43805,0.45975,0.43655,0.4549499999999999,0.43655,0.4475,0.43655,0.4444,0.4661,0.4379,0.4435,0.4417,0.4392,0.463,0.4379,0.4595,0.4379,0.4515,0.4379,0.4464,0.469225,0.441875,0.4464,0.4443,0.4428,0.464975,0.441875,0.46235,0.441875,0.452275,0.441875,0.4489,0.368875,0.389125,0.38605,0.3847,0.3861,0.393275,0.4057
75,0.4436719999999999,0.4616599999999999,0.47062,0.45122,0.4502919999999999,0.4678,0.463076,0.46514,0.4384,0.444748,0.442548,0.439448,0.46274,0.4384,0.4569,0.4384,0.4496,0.4384,0.44694,0.469152,0.4392,0.4476799999999999,0.444928,0.4425759999999999,0.466552,0.4392,0.4625,0.4392,0.453376,0.4392,0.449328,0.4739,0.443356,0.448856,0.446256,0.444912,0.469412,0.443356,0.4651679999999999,0.443356,0.4551,0.443356,0.4514,0.376432,0.391856,0.3873999999999999,0.3882,0.3894,0.397248,0.406904
76,0.4497960000000001,0.47006,0.486965,0.4566,0.456168,0.476332,0.469654,0.469492,0.440246,0.447146,0.445146,0.4413,0.467392,0.440246,0.461184,0.440246,0.452892,0.440246,0.450146,0.473356,0.4414,0.451,0.447504,0.445304,0.4699,0.4414,0.466852,0.4414,0.455152,0.4414,0.4526,0.477137,0.445874,0.452137,0.449,0.4474,0.4739,0.445874,0.468848,0.445874,0.457374,0.445874,0.453437,0.381378,0.396135,0.39152,0.3916,0.394061,0.4009209999999999,0.410504
77,0.457144,0.47854,0.49661,0.460022,0.460976,0.483516,0.4738,0.472988,0.442644,0.4491,0.4474,0.444,0.4718,0.442644,0.467132,0.442644,0.454744,0.442644,0.453688,0.477056,0.4442279999999999,0.453828,0.451256,0.447828,0.4748,0.4442279999999999,0.469512,0.4442279999999999,0.457528,0.4442279999999999,0.455456,0.480608,0.44749,0.4549,0.451454,0.450036,0.4771,0.44749,0.471936,0.44749,0.4604,0.44749,0.456108,0.385646,0.400598,0.3957,0.3964,0.3976,0.405394,0.4128
78,0.4611699999999999,0.48749,0.5103,0.463542,0.467268,0.487964,0.479016,0.4762,0.445184,0.4535,0.450342,0.446284,0.474842,0.445184,0.4708,0.445184,0.4587,0.445184,0.4563419999999999,0.481104,0.448104,0.457604,0.454104,0.4511,0.478408,0.448104,0.474512,0.448104,0.460404,0.448104,0.458008,0.485,0.450199,0.4579,0.4549,0.4523,0.480499,0.450199,0.477396,0.450199,0.462998,0.450199,0.459997,0.390606,0.4073,0.3978899999999999,0.3997,0.400894,0.411234,0.4147
79,0.46766,0.4968,0.51744,0.46942,0.4727,0.49298,0.48548,0.48144,0.44734,0.4587,0.45376,0.44958,0.4782,0.44734,0.47406,0.44734,0.4608,0.44734,0.4601,0.48476,0.45096,0.4614,0.45756,0.45338,0.4826200000000001,0.45096,0.477,0.45096,0.4627200000000001,0.45096,0.4615,0.48918,0.4523,0.46184,0.45716,0.45568,0.4849200000000001,0.4523,0.4822,0.4523,0.46558,0.4523,0.46296,0.39776,0.41106,0.3996,0.4048,0.4049,0.4196,0.41676
80,0.473958,0.5017,0.5384960000000004,0.475933,0.480356,0.499532,0.500431,0.4875900000000001,0.450038,0.463838,0.457,0.4525,0.4850379999999999,0.450038,0.479614,0.450038,0.464076,0.450038,0.463538,0.488712,0.453112,0.465056,0.460256,0.4556,0.485812,0.453112,0.483556,0.453112,0.465956,0.453112,0.466656,0.494361,0.456983,0.465283,0.461261,0.457883,0.4898,0.456983,0.486222,0.456983,0.469022,0.456983,0.465861,0.404835,0.413511,0.4048,0.4108,0.408,0.426513,0.4189
81,0.480992,0.5123399999999999,0.561,0.482836,0.4874319999999999,0.504512,0.5188,0.4929,0.4531,0.466808,0.460136,0.4559,0.4907799999999999,0.4531,0.4857799999999999,0.4531,0.466508,0.4531,0.467236,0.492428,0.455764,0.4686,0.4642639999999999,0.458,0.490496,0.455764,0.488432,0.455764,0.4694319999999999,0.455764,0.4692639999999999,0.5004679999999999,0.458584,0.4684419999999999,0.465584,0.461142,0.4959679999999999,0.458584,0.493284,0.458584,0.4734,0.458584,0.4695259999999999,0.408048,0.4150839999999999,0.4106599999999999,0.4162,0.410126,0.431286,0.4204639999999999
82,0.4911,0.52989,0.5702940000000001,0.488317,0.4987,0.5102519999999999,0.523532,0.498202,0.456634,0.470968,0.4640019999999999,0.4595,0.495034,0.456634,0.4909,0.456634,0.470334,0.456634,0.469902,0.497924,0.458608,0.472616,0.467016,0.461016,0.4956239999999999,0.458608,0.492824,0.458608,0.4737159999999999,0.458608,0.4722,0.5051,0.4618,0.472246,0.4687,0.463823,0.5014,0.4618,0.498469,0.4618,0.477846,0.4618,0.4745689999999999,0.414981,0.4164,0.41756,0.4221,0.413338,0.435,0.4228159999999999
83,0.5003519999999999,0.5369200000000001,0.5738559999999999,0.4982319999999999,0.504528,0.519348,0.531168,0.502864,0.4601,0.4743639999999999,0.4673319999999999,0.462632,0.499428,0.4601,0.4946319999999999,0.4601,0.473996,0.4601,0.4747639999999999,0.503968,0.463084,0.476568,0.469784,0.464468,0.502056,0.463084,0.4985,0.463084,0.476284,0.463084,0.475084,0.50992,0.465,0.4763199999999999,0.472408,0.4674,0.5056160000000001,0.465,0.5012,0.465,0.481404,0.465,0.478504,0.425376,0.418908,0.42124,0.4264,0.420936,0.439332,0.425168
84,0.5093599999999999,0.5506,0.576565,0.5079899999999999,0.51342,0.5235,0.5389700000000001,0.50673,0.4638899999999999,0.47723,0.4716,0.46673,0.5042599999999999,0.4638899999999999,0.49952,0.4638899999999999,0.48026,0.4638899999999999,0.47833,0.51116,0.46676,0.47916,0.474,0.4685,0.5080199999999999,0.46676,0.50384,0.46676,0.48096,0.46676,0.4794199999999999,0.5146,0.4698549999999999,0.479285,0.4754699999999999,0.471755,0.51097,0.4698549999999999,0.50567,0.4698549999999999,0.489185,0.4698549999999999,0.4812,0.43388,0.42167,0.4241,0.4294,0.4275049999999999,0.44171,0.42714
85,0.5162800000000001,0.5588799999999999,0.5782,0.519114,0.517812,0.5328200000000001,0.542458,0.51374,0.468584,0.481228,0.476328,0.470768,0.5096280000000001,0.468584,0.5044839999999999,0.468584,0.484612,0.468584,0.482712,0.516336,0.46978,0.4821359999999999,0.4776,0.4721959999999999,0.5131439999999999,0.46978,0.5088,0.46978,0.484736,0.46978,0.483072,0.519366,0.472866,0.482466,0.4783,0.474766,0.515332,0.472866,0.510498,0.472866,0.493366,0.472866,0.485696,0.440506,0.4261,0.4262,0.4342,0.4361939999999999,0.447,0.4294
86,0.5233,0.5688599999999997,0.582466,0.527513,0.5349119999999999,0.5544,0.5538369999999999,0.5193,0.471726,0.485452,0.4791,0.474904,0.516,0.471726,0.509378,0.471726,0.490652,0.471726,0.48713,0.5213079999999999,0.475124,0.485512,0.4797,0.4774599999999999,0.518212,0.475124,0.514,0.475124,0.493212,0.475124,0.4876239999999999,0.526447,0.477394,0.485394,0.481376,0.478347,0.521047,0.477394,0.516564,0.477394,0.4988,0.477394,0.490847,0.4468359999999999,0.428491,0.4292,0.4427,0.448182,0.4521,0.4331
87,0.5325559999999999,0.60994,0.5899,0.5414800000000002,0.558984,0.5620360000000001,0.562088,0.524896,0.475124,0.488624,0.482924,0.478324,0.522324,0.475124,0.517424,0.475124,0.496948,0.475124,0.491548,0.529,0.4789879999999999,0.4883,0.482776,0.4801520000000001,0.5260640000000001,0.4789879999999999,0.5204920000000001,0.4789879999999999,0.498964,0.4789879999999999,0.492576,0.535228,0.481028,0.4899,0.485956,0.4820839999999999,0.529756,0.481028,0.521384,0.481028,0.502928,0.481028,0.4960839999999999,0.4558720000000001,0.4311839999999999,0.43248,0.4497,0.45582,0.455172,0.44138
88,0.540134,0.6200800000000001,0.592503,0.5608760000000002,0.5705800000000001,0.5708639999999999,0.5679120000000001,0.534654,0.477144,0.49121,0.486622,0.481844,0.528344,0.477144,0.5249100000000001,0.477144,0.503576,0.477144,0.497066,0.536064,0.481264,0.491428,0.486928,0.4838,0.5318,0.481264,0.5239,0.481264,0.504564,0.481264,0.496892,0.5411079999999999,0.4841359999999999,0.496127,0.4891449999999999,0.486409,0.536472,0.4841359999999999,0.529963,0.4841359999999999,0.508927,0.4841359999999999,0.5015179999999999,0.4629,0.436,0.43807,0.4562,0.461077,0.462397,0.446956
89,0.5568000000000001,0.626,0.596,0.5893600000000001,0.5901399999999999,0.59112,0.5929500000000002,0.54142,0.48168,0.49454,0.49056,0.48624,0.53788,0.48168,0.5309,0.48168,0.5089,0.48168,0.5025,0.54084,0.48558,0.496,0.4903,0.48804,0.53832,0.48558,0.53302,0.48558,0.5101200000000001,0.48558,0.50334,0.5488200000000001,0.48788,0.5026700000000001,0.49439,0.48986,0.54561,0.48788,0.5362100000000001,0.48788,0.5138400000000001,0.48788,0.5075,0.4740899999999999,0.43888,0.4403,0.4627,0.47121,0.46758,0.4496799999999999
90,0.57563,0.6296,0.597819,0.605127,0.605676,0.603108,0.609423,0.5466179999999999,0.48749,0.498736,0.495218,0.489672,0.543772,0.48749,0.5373720000000001,0.48749,0.515818,0.48749,0.507808,0.54876,0.4889,0.500816,0.495316,0.49058,0.5470480000000001,0.4889,0.538548,0.4889,0.518248,0.4889,0.5106,0.555942,0.491271,0.506571,0.4982,0.4948,0.553471,0.491271,0.544326,0.491271,0.522371,0.491271,0.513984,0.4856070000000001,0.4426,0.44272,0.4735,0.4827040000000001,0.472886,0.452432
91,0.606112,0.6329,0.6014280000000001,0.6209400000000005,0.6368040000000001,0.610972,0.626392,0.5538120000000001,0.492096,0.5042,0.497716,0.494216,0.5510640000000001,0.492096,0.543616,0.492096,0.521464,0.492096,0.513116,0.5548759999999999,0.491184,0.5079,0.5007,0.4942,0.5528759999999999,0.491184,0.5466759999999999,0.491184,0.5260440000000001,0.491184,0.517252,0.562704,0.4957,0.5102559999999999,0.5031599999999999,0.499108,0.559152,0.4957,0.5516519999999999,0.4957,0.528052,0.4957,0.521364,0.500928,0.4443,0.4445,0.4885,0.492956,0.477748,0.454284
92,0.6386300000000006,0.6351,0.604837,0.6771680000000004,0.6790840000000002,0.6317160000000003,0.678743,0.563828,0.496014,0.509928,0.5016280000000001,0.4973,0.5604260000000001,0.496014,0.55097,0.496014,0.5280260000000001,0.496014,0.5198280000000001,0.561668,0.494536,0.513036,0.504536,0.498068,0.5577679999999999,0.494536,0.5516,0.494536,0.535004,0.494536,0.5252,0.5730910000000005,0.5010960000000002,0.5184640000000001,0.5093980000000001,0.504233,0.567466,0.5010960000000002,0.556899,0.5010960000000002,0.5341990000000001,0.5010960000000002,0.526333,0.514559,0.448083,0.44593,0.5022,0.506823,0.479789,0.456836
93,0.6824679999999995,0.6367200000000001,0.607946,0.7070679999999998,0.6970479999999994,0.6660719999999996,0.691288,0.573236,0.50076,0.5181359999999999,0.5072319999999999,0.5032479999999999,0.570232,0.50076,0.5625439999999999,0.50076,0.5381959999999999,0.50076,0.5273079999999999,0.569276,0.500188,0.5206639999999999,0.510288,0.503732,0.5657079999999999,0.500188,0.557944,0.500188,0.541244,0.500188,0.5299639999999999,0.583356,0.505714,0.5228839999999999,0.5153279999999999,0.509114,0.578214,0.505714,0.563784,0.505714,0.5437,0.505714,0.5321,0.5371119999999999,0.4519559999999999,0.44754,0.519,0.523826,0.483262,0.4594
94,0.7529699999999978,0.63995,0.612215,0.7403899999999999,0.7109,0.6872999999999995,0.6971799999999999,0.5850399999999999,0.50784,0.5247200000000001,0.5172399999999999,0.51081,0.58183,0.50784,0.57413,0.50784,0.5466599999999999,0.50784,0.5352399999999999,0.5800199999999999,0.5056,0.5264399999999999,0.51586,0.50992,0.5741200000000001,0.5056,0.5639999999999998,0.5056,0.5458999999999998,0.5056,0.5367799999999999,0.5933499999999998,0.509195,0.5293899999999999,0.5217549999999999,0.5154899999999999,0.5864599999999999,0.509195,0.5738849999999999,0.509195,0.5502849999999999,0.509195,0.54,0.5653799999999998,0.4563449999999999,0.4511,0.5661,0.55004,0.4881749999999999,0.462
95,0.8362239999999999,0.64668,0.6159,0.8153279999999999,0.772724,0.7239839999999996,0.7006,0.600624,0.515108,0.5354399999999999,0.525908,0.519024,0.5991279999999999,0.515108,0.5859,0.515108,0.5566479999999999,0.515108,0.5453319999999999,0.591988,0.510688,0.5339560000000001,0.523796,0.515184,0.585696,0.510688,0.573924,0.510688,0.551692,0.510688,0.541692,0.602804,0.518952,0.536276,0.5270159999999999,0.520276,0.5981759999999999,0.518952,0.587984,0.518952,0.556832,0.518952,0.5455519999999999,0.595244,0.4622759999999999,0.4602,0.5897,0.5668,0.492108,0.466092
96,0.9388,0.65453,0.620446,0.8460409999999998,0.8492919999999999,0.8033439999999998,0.7073,0.622412,0.524124,0.545518,0.535612,0.5277179999999999,0.6153059999999999,0.524124,0.5991259999999998,0.524124,0.5667719999999999,0.524124,0.553384,0.605452,0.520072,0.540988,0.533,0.52518,0.599664,0.520072,0.5874320000000001,0.520072,0.5573,0.520072,0.548288,0.625084,0.5260269999999999,0.541971,0.535542,0.527214,0.6109129999999999,0.5260269999999999,0.5967709999999999,0.5260269999999999,0.5656709999999999,0.5260269999999999,0.5532,0.6292179999999998,0.468521,0.46444,0.6403,0.584126,0.496162,0.470988
97,1.022596,0.6577,0.638864,0.9411979999999998,0.9305359999999782,0.842092,0.714396,0.6623359999999999,0.5345439999999999,0.561104,0.5494319999999999,0.5386319999999999,0.6425039999999997,0.5345439999999999,0.620704,0.5345439999999999,0.586616,0.5345439999999999,0.574816,0.634888,0.532236,0.546896,0.540596,0.5361400000000001,0.626344,0.532236,0.6036440000000001,0.532236,0.567592,0.532236,0.5552279999999999,0.6615139999999999,0.5363659999999999,0.5530519999999999,0.542176,0.5388899999999999,0.6485139999999999,0.5363659999999999,0.6144379999999999,0.5363659999999999,0.5801139999999999,0.5363659999999999,0.563452,0.7655780000000003,0.4739139999999999,0.4690999999999999,0.6729,0.6141679999999998,0.500754,0.473396
