percentiles,hv10,hv120,hv150,hv180,hv20,hv30,hv60,hv90,ivcall10,ivcall1080,ivcall120,ivcall150,ivcall180,ivcall20,ivcall270,ivcall30,ivcall360,ivcall60,ivcall720,ivcall90,ivput10,ivput1080,ivput120,ivput150,ivput180,ivput20,ivput270,ivput30,ivput360,ivput60,ivput720,ivput90,phv10,phv120,phv150,phv180,phv20,phv30,phv60,phv90
0,0.123693,0.332522,0.358644,0.365161,0.19141,0.2203129999999999,0.288545,0.325822,0.300954,0.419718,0.377726,0.399562,0.410242,0.305562,0.419618,0.3183,0.419718,0.345072,0.419718,0.366294,0.308645,0.418335,0.3933,0.413155,0.41812,0.310805,0.418335,0.321065,0.418335,0.34803,0.418335,0.36594,0.221144,0.322283,0.338183,0.351361,0.250559,0.260749,0.309522,0.319322
1,0.14743,0.34121,0.3692439999999999,0.373044,0.209366,0.236844,0.304176,0.334222,0.3337639999999999,0.434924,0.40688,0.419016,0.426236,0.336804,0.4329159999999999,0.339452,0.434536,0.364336,0.434924,0.384972,0.33282,0.44101,0.41351,0.42831,0.4331,0.33532,0.44023,0.33834,0.44064,0.36207,0.44101,0.38499,0.241476,0.3335,0.348222,0.3557,0.2599979999999999,0.272386,0.31781,0.32271
2,0.163181,0.349911,0.373349,0.3765,0.223198,0.250366,0.311545,0.339683,0.3455,0.441654,0.4178,0.427208,0.433278,0.352708,0.437454,0.356456,0.441324,0.379848,0.441654,0.400654,0.3468,0.445575,0.4189299999999999,0.433135,0.4393,0.349955,0.44396,0.356315,0.4455,0.37723,0.445575,0.399855,0.248849,0.342783,0.351066,0.359815,0.2685,0.288266,0.321149,0.328666
3,0.17082,0.3589,0.377088,0.381832,0.228204,0.26062,0.319044,0.3451,0.357572,0.4456,0.4232,0.432172,0.437672,0.362944,0.441516,0.366444,0.445344,0.387372,0.4456,0.410444,0.356,0.44956,0.42714,0.43862,0.44332,0.35836,0.44654,0.36464,0.4493,0.38724,0.44956,0.41024,0.2536,0.350588,0.355544,0.3626,0.2764,0.293688,0.3241,0.335
4,0.18261,0.36362,0.38241,0.3914,0.23641,0.27102,0.32462,0.3506,0.3653,0.4497899999999999,0.42868,0.43714,0.4421,0.36995,0.4447899999999999,0.37516,0.4479,0.39358,0.4497899999999999,0.41586,0.361825,0.45525,0.433325,0.443225,0.4452,0.364625,0.449925,0.37095,0.453425,0.3914,0.45525,0.416525,0.259,0.353815,0.3577,0.365315,0.283305,0.301215,0.330105,0.345305
5,0.1911,0.37323,0.385998,0.3944,0.24333,0.2793,0.331966,0.353966,0.3698,0.45554,0.434316,0.4421,0.445208,0.37434,0.446924,0.3828,0.450924,0.400808,0.455008,0.421024,0.3670299999999999,0.4618,0.43843,0.446,0.4495,0.3706299999999999,0.45403,0.37689,0.45842,0.39593,0.4618,0.42196,0.264966,0.355566,0.3611,0.368366,0.288166,0.307866,0.3357,0.3507
6,0.199527,0.380108,0.391589,0.397381,0.251027,0.2866,0.336,0.356054,0.373852,0.4594,0.4373,0.445126,0.4471,0.3798,0.4506,0.386326,0.454826,0.406226,0.459778,0.42443,0.371535,0.467775,0.44257,0.450805,0.453105,0.376235,0.4577,0.3829,0.46304,0.40237,0.467775,0.4262,0.268608,0.357981,0.363281,0.370827,0.294354,0.313527,0.338554,0.352527
7,0.204788,0.386064,0.399088,0.400464,0.2582879999999999,0.290904,0.339688,0.359564,0.378832,0.461244,0.441,0.4481,0.450644,0.3844,0.454076,0.390076,0.457144,0.4105,0.463144,0.428788,0.37564,0.47184,0.44514,0.4531,0.45736,0.38188,0.46092,0.38526,0.46682,0.4064,0.47184,0.43,0.2712,0.3597,0.3652,0.3728,0.299488,0.3175,0.341564,0.354
8,0.2108489999999999,0.389247,0.4019979999999999,0.409049,0.2637489999999999,0.2944489999999999,0.3419979999999999,0.365098,0.3826099999999999,0.4634,0.4431,0.451162,0.454062,0.388486,0.45751,0.394962,0.460424,0.414362,0.465686,0.431786,0.381475,0.4758,0.44709,0.4569,0.461845,0.3863,0.46409,0.3899,0.469845,0.411345,0.4758,0.4328,0.275,0.3612,0.3710489999999999,0.3738,0.303098,0.3208979999999999,0.344898,0.3561
9,0.2165,0.39221,0.40683,0.41212,0.26876,0.2989,0.3466,0.37034,0.38686,0.46508,0.44614,0.455,0.4567799999999999,0.39248,0.4603,0.39916,0.46376,0.4191,0.46936,0.4344,0.38605,0.47805,0.45025,0.46005,0.4646,0.3904499999999999,0.4686,0.39575,0.47185,0.4153,0.47805,0.4346,0.27861,0.36352,0.3753,0.376,0.30662,0.325,0.34711,0.35921
