percentiles,hv10,hv120,hv150,hv180,hv20,hv30,hv60,hv90,ivcall10,ivcall1080,ivcall120,ivcall150,ivcall180,ivcall20,ivcall270,ivcall30,ivcall360,ivcall60,ivcall720,ivcall90,ivput10,ivput1080,ivput120,ivput150,ivput180,ivput20,ivput270,ivput30,ivput360,ivput60,ivput720,ivput90,phv10,phv120,phv150,phv180,phv20,phv30,phv60,phv90
0,0.110468,0.252648,0.262344,0.275196,0.1679399999999999,0.1887,0.234544,0.24184,0.287062,0.300526,0.304452,0.305094,0.305442,0.288752,0.300526,0.288752,0.300526,0.292714,0.300526,0.300168,0.297941,0.3137,0.3107,0.315849,0.313896,0.297941,0.3137,0.298445,0.3137,0.302888,0.3137,0.306049,0.214256,0.310192,0.317328,0.327248,0.2558,0.268092,0.285644,0.294948
1,0.1278,0.26486,0.270788,0.279784,0.189188,0.2044919999999999,0.241088,0.2503,0.305952,0.3121359999999999,0.313484,0.3148,0.313268,0.305952,0.3121359999999999,0.306368,0.3121359999999999,0.308236,0.3121359999999999,0.311528,0.31029,0.320398,0.318298,0.3207939999999999,0.320998,0.31029,0.320398,0.310594,0.320398,0.312786,0.320398,0.3158,0.233196,0.316992,0.328396,0.335092,0.264496,0.2756,0.29828,0.309876
2,0.1422199999999999,0.2683,0.276176,0.2815,0.195232,0.217308,0.245332,0.258508,0.316212,0.3158,0.3182,0.320578,0.318826,0.316212,0.3158,0.315678,0.3158,0.3182,0.3158,0.318704,0.316029,0.3259,0.322394,0.324247,0.325641,0.316029,0.3259,0.3178,0.3259,0.3189349999999999,0.3259,0.320741,0.2425759999999999,0.326488,0.334344,0.337488,0.271844,0.281644,0.303532,0.323588
3,0.153652,0.2716,0.2798839999999999,0.283592,0.205384,0.224684,0.249892,0.263992,0.323008,0.3192,0.323436,0.324368,0.321268,0.323008,0.3192,0.322152,0.3192,0.323968,0.3192,0.324,0.321896,0.329296,0.3251,0.3284,0.329792,0.321896,0.329296,0.322188,0.329296,0.323392,0.329296,0.324996,0.251344,0.3317839999999999,0.337592,0.339184,0.278468,0.287284,0.310992,0.329392
4,0.16644,0.27504,0.2824399999999999,0.2869,0.21188,0.2314,0.25498,0.26714,0.32822,0.32163,0.32772,0.32752,0.32339,0.32822,0.32163,0.32775,0.32163,0.32771,0.32163,0.3284,0.3259,0.33299,0.33018,0.33149,0.33389,0.3259,0.33299,0.3259,0.33299,0.326745,0.33299,0.3284,0.26174,0.3368,0.3422,0.34198,0.28384,0.2955399999999999,0.3200199999999999,0.3318
5,0.180016,0.280188,0.2839,0.289088,0.220776,0.2391879999999999,0.2592879999999999,0.271588,0.331308,0.324752,0.330552,0.3294,0.327252,0.331004,0.324752,0.330852,0.324752,0.3309,0.324752,0.330504,0.331264,0.336694,0.332694,0.334094,0.337088,0.331264,0.336694,0.330588,0.336694,0.329976,0.336694,0.3319,0.2726,0.3409,0.3466,0.348776,0.290464,0.302052,0.328376,0.3433879999999999
6,0.191244,0.2827,0.287308,0.296908,0.2298,0.245672,0.265536,0.2767,0.3362,0.327782,0.334294,0.3313,0.330088,0.336164,0.327782,0.3362,0.327782,0.333964,0.327782,0.333994,0.335086,0.339543,0.336743,0.338286,0.3395,0.335086,0.339543,0.334843,0.339543,0.334443,0.339543,0.334786,0.2797,0.3444359999999999,0.351036,0.3546,0.297444,0.3086,0.332708,0.34758
7,0.197368,0.2852,0.289784,0.303468,0.2364,0.250352,0.2694,0.281684,0.339936,0.330336,0.3375,0.335172,0.333272,0.3398359999999999,0.330336,0.3397,0.330336,0.337716,0.330336,0.339072,0.341876,0.341792,0.341184,0.341392,0.341992,0.341876,0.341792,0.3406,0.341792,0.3397,0.341792,0.338752,0.288656,0.3491,0.355136,0.3594839999999999,0.30282,0.3133,0.337784,0.354552
8,0.202096,0.288664,0.3010319999999999,0.3059,0.241232,0.255256,0.272864,0.283864,0.3444779999999999,0.333912,0.340234,0.3377779999999999,0.336678,0.3444,0.333912,0.344334,0.333912,0.342178,0.333912,0.343456,0.345405,0.3443,0.343541,0.3434,0.344241,0.345741,0.3443,0.3441229999999999,0.3443,0.3443819999999999,0.3443,0.343846,0.2914319999999999,0.355032,0.359064,0.367,0.306928,0.318264,0.3427,0.3573
9,0.20762,0.2917,0.30526,0.3086399999999999,0.24656,0.25996,0.27676,0.28798,0.3479,0.33734,0.34372,0.3411,0.33902,0.34766,0.33734,0.34714,0.33734,0.34502,0.33734,0.34576,0.3493,0.3459799999999999,0.34665,0.3458799999999999,0.34686,0.34975,0.3459799999999999,0.34908,0.3459799999999999,0.34789,0.3459799999999999,0.34729,0.29636,0.35818,0.3614,0.36956,0.3115199999999999,0.32238,0.3458,0.3593
10,0.211628,0.2951,0.3091,0.312,0.250428,0.263356,0.281628,0.293128,0.350148,0.339724,0.346,0.3435,0.3414,0.351024,0.339724,0.3497,0.339724,0.349,0.339724,0.348262,0.353278,0.349634,0.3501,0.349978,0.349517,0.353439,0.349634,0.353139,0.349634,0.3522,0.349634,0.3509,0.300928,0.362856,0.367668,0.372728,0.316728,0.324956,0.350784,0.361328
11,0.216276,0.298776,0.312252,0.3156759999999999,0.254976,0.267876,0.2851,0.298276,0.354408,0.341608,0.3486,0.346604,0.3444,0.354504,0.341608,0.353812,0.341608,0.3515159999999999,0.341608,0.350708,0.3565879999999999,0.352888,0.3534,0.3529,0.352776,0.3565879999999999,0.352888,0.356352,0.352888,0.35514,0.352888,0.353588,0.3049,0.368052,0.3732,0.3760799999999999,0.323028,0.331,0.356604,0.3636
12,0.2211,0.304924,0.315048,0.317924,0.259,0.2724,0.293072,0.302448,0.3595,0.344046,0.351684,0.3485,0.346546,0.359184,0.344046,0.359138,0.344046,0.355538,0.344046,0.354346,0.360874,0.355037,0.356537,0.356074,0.355737,0.361,0.355037,0.360337,0.355037,0.359111,0.355037,0.356537,0.309624,0.372724,0.377348,0.38,0.328948,0.335124,0.360248,0.367648
13,0.227344,0.310072,0.316672,0.3202,0.264372,0.276844,0.297044,0.307872,0.361776,0.3469,0.354088,0.350664,0.3485,0.3615879999999999,0.3469,0.361476,0.3469,0.359176,0.3469,0.3571,0.3647,0.358286,0.361572,0.361286,0.358958,0.364486,0.358286,0.364372,0.358286,0.3631,0.358286,0.361,0.3148,0.376672,0.38516,0.382,0.333572,0.340216,0.363744,0.3723
14,0.23352,0.31576,0.31812,0.32322,0.26836,0.2820399999999999,0.30386,0.31168,0.36493,0.34903,0.3561,0.35306,0.3503,0.3649,0.34903,0.3649,0.34903,0.36143,0.34903,0.3599299999999999,0.368035,0.3615,0.364035,0.3641,0.362605,0.368135,0.3615,0.367935,0.3615,0.3663,0.3615,0.3645,0.32044,0.38206,0.388,0.38482,0.33842,0.3461,0.36838,0.37562
15,0.2379,0.3207359999999999,0.319436,0.325268,0.272268,0.286568,0.3084719999999999,0.317268,0.368272,0.3513,0.358788,0.355544,0.3527,0.3682,0.3513,0.368172,0.3513,0.364244,0.3513,0.363172,0.3711839999999999,0.365,0.367468,0.3673,0.365552,0.3711839999999999,0.365,0.3710839999999999,0.365,0.3702,0.365,0.369484,0.323568,0.385268,0.389868,0.3871,0.343236,0.352336,0.3724,0.378736
16,0.241332,0.323216,0.3233,0.3269,0.277116,0.292116,0.3152,0.320816,0.371614,0.353628,0.361014,0.358114,0.356214,0.371614,0.353628,0.371514,0.353628,0.367142,0.353628,0.365128,0.376633,0.368133,0.370933,0.3702,0.368599,0.376265,0.368133,0.3757,0.368133,0.374733,0.368133,0.3724,0.327116,0.38978,0.3921,0.389116,0.34768,0.360016,0.375816,0.381548
17,0.2478,0.3277279999999999,0.326864,0.3283,0.2813,0.296164,0.318564,0.325148,0.375156,0.357456,0.363712,0.361356,0.3588,0.375312,0.357456,0.375156,0.357456,0.370512,0.357456,0.368512,0.3807,0.3708,0.374446,0.372846,0.3710819999999999,0.380592,0.3708,0.3798,0.3708,0.3775,0.3708,0.375564,0.332128,0.3974,0.394456,0.3912,0.3532559999999999,0.366184,0.379,0.384264
18,0.252024,0.331536,0.330448,0.3295,0.2841,0.301124,0.325224,0.331312,0.380298,0.3602,0.3658,0.364398,0.3613,0.380298,0.3602,0.378592,0.3602,0.3742,0.3602,0.371798,0.383062,0.3736,0.3775,0.3766,0.3757,0.382931,0.3736,0.382831,0.3736,0.381331,0.3736,0.378731,0.335736,0.401912,0.396712,0.392924,0.357412,0.371412,0.382,0.389224
19,0.2563,0.3358,0.33352,0.3306,0.2879,0.3054,0.32958,0.33628,0.3834,0.36348,0.3698,0.36744,0.36472,0.38294,0.36348,0.38236,0.36348,0.37698,0.36348,0.37434,0.387,0.37716,0.38206,0.37898,0.37928,0.38644,0.37716,0.3864,0.37716,0.3848,0.37716,0.38256,0.3405,0.40346,0.3998,0.39636,0.36046,0.3759,0.3843,0.39172
20,0.260008,0.339408,0.335916,0.3322,0.294124,0.308056,0.332808,0.341116,0.3872819999999999,0.3670819999999999,0.373482,0.3705819999999999,0.367982,0.3866739999999999,0.3670819999999999,0.38491,0.3670819999999999,0.3824,0.3670819999999999,0.377082,0.392458,0.3799,0.385229,0.384129,0.382329,0.392329,0.3799,0.392458,0.3799,0.388758,0.3799,0.385829,0.34574,0.4057,0.4022,0.397908,0.365208,0.383408,0.388416,0.398032
21,0.2641,0.343,0.338,0.3336,0.297492,0.310956,0.337912,0.3427,0.391872,0.3703,0.376624,0.374024,0.3707479999999999,0.391624,0.3703,0.390124,0.3703,0.385724,0.3703,0.3807,0.3973339999999999,0.3838,0.3876779999999999,0.3873,0.386056,0.396812,0.3838,0.397056,0.3838,0.3924,0.3838,0.390256,0.351568,0.407056,0.403656,0.4004,0.369412,0.387168,0.391356,0.401668
22,0.268016,0.346608,0.340804,0.335508,0.3013,0.314512,0.343416,0.345504,0.3952,0.373532,0.38053,0.376898,0.374164,0.395166,0.373532,0.394164,0.373532,0.3896,0.373532,0.3833,0.401727,0.3874,0.391827,0.3897,0.389854,0.4017,0.3874,0.401554,0.3874,0.397554,0.3874,0.393354,0.3561,0.408504,0.404904,0.402412,0.374004,0.389908,0.395204,0.404
23,0.271604,0.3484,0.3428,0.337352,0.305,0.316652,0.3477079999999999,0.3475,0.398008,0.376808,0.383108,0.380024,0.378008,0.398008,0.376808,0.3973239999999999,0.376808,0.3933159999999999,0.376808,0.3871,0.404952,0.391408,0.394552,0.39508,0.3937759999999999,0.404676,0.391408,0.404352,0.391408,0.401028,0.391408,0.3968759999999999,0.360804,0.4096,0.4062,0.404804,0.379104,0.392252,0.3985599999999999,0.405552
24,0.2758,0.3517,0.3458,0.3394,0.3079,0.3193,0.3505,0.352,0.4022,0.3797,0.38685,0.38355,0.3812,0.4021,0.38015,0.401,0.3797,0.39585,0.3797,0.3901,0.4085,0.3971,0.398875,0.3991,0.3984999999999999,0.408125,0.3971,0.4070999999999999,0.3971,0.4044,0.3971,0.400825,0.3656,0.4105,0.4078,0.4065,0.3834,0.3955,0.4013,0.4076
